ロードカナロア,11.7,24.8,31.5
ディープインパクト,18.3,27.5,32.1
モーリス,8.7,12.5,21.2
シルバーステート,11.5,25.2,37.4
エピファネイア,8.5,14.2,21.0
キズナ,11.7,22.5,31.7
リオンディーズ,13.5,19.1,23.6
ルーラーシップ,9.5,21.0,27.6
イスラボニータ,9.8,21.7,28.3
ダイワメジャー,7.4,15.6,27.9
