ロードカナロア,9.1,20.5,29.1
エピファネイア,9.6,18.1,28.2
キズナ,9.4,19.4,25.6
モーリス,9.1,16.5,28.7
ルーラーシップ,13.0,19.4,25.9
ディープインパクト,8.0,20.7,28.7
ハーツクライ,9.6,16.7,25.4
ドゥラメンテ,9.2,12.8,15.6
キングカメハメハ,26.3,31.6,34.2
リオンディーズ,7.6,21.0,28.6
