キズナ,14.8,25.9,40.7
ホッコータルマエ,19.0,33.3,38.1
キングカメハメハ,13.2,20.8,32.1
マジェスティックウォリアー,25.9,37.0,40.7
ブラックタイド,36.8,52.6,57.9
ルーラーシップ,11.8,19.6,27.5
オルフェーヴル,13.3,20.0,33.3
ハーツクライ,7.3,16.4,23.6
ジャスタウェイ,7.7,25.6,35.9
エピファネイア,13.6,18.2,31.8
