ディープインパクト系種牡馬,コントレイル,キズナ,サトノダイヤモンド,フィエールマン,マカヒキ,ミッキーアイル,リアルスティール,アルアイン,ディープブリランテ,ワールドエース,ダノンプレミアム,ロジャーバローズ,シャフリヤール,ジャスティンパレス,オーギュストロダン
ダンジグ系種牡馬,War Front,Hard Spun,Danehill,Green Desert,デクラレーションオブウォー,チーフベアハート,アグネスワールド,ハービンジャー,Cape Cross,Oasis Dream,Invincible Spirit,Snitzel
グラスワンダー系種牡馬,スクリーンヒーロー,モーリス,ゴールドアクター,アーネストリー,セイウンワンダー,サクラメガワンダー,マイネルレコルト
ストームキャット系種牡馬,Henny Hughes,Discreet Cat,Giant's Causeway,Into Mischief,Shamardal,ヨハネスブルグ,スタチューオブリバティ,シーキングザダイヤ,Asia Express,ドレフォン
エーピーインディ系種牡馬,シニスターミニスター,Pulpit,Tapit,Sinister Minister,Pyro,Majestic Warrior,Honor Code,California Chrome,Lani,Bernardini,Malibu Moon,Mineshaft,Constitution,Flightline,Essential Quality,Frosted,Tonalist,Flatter,Congrats,Take Charge Indy,Old Trieste,American Freedom
ステイゴールド系種牡馬, オルフェーヴル, ゴールドシップ, ドリームジャーニー, ウインブライト, フェノーメノ, インディチャンプ, ナカヤマフェスタ, レインボーライン, スティッフェリオ, ナカヤマナイト, エポカドーロ, ウインバリアシオン
ロベルト系種牡馬, ブライアンズタイム, シンボリクリスエス, タニノギムレット, リアルシャダイ, グラスワンダー, モーリス, エピファネイア, スクリーンヒーロー, マヤノトップガン, シルヴァーホーク, クリスエス, ナダル, ルヴァンスレーヴ
キングカメハメハ系種牡馬, キングカメハメハ, ロードカナロア, ドゥラメンテ, ルーラーシップ, レイデオロ, ホッコータルマエ, ベルシャザール, リオンディーズ, ラブリーデイ, チュウワウィザード
ミスタープロスペクター系種牡馬, ミスタープロスペクター, アフリート, フォーティナイナー, エンドスウィープ, サウスヴィグラス, スウェプトオーヴァーボード, アドマイヤムーン, アグネスデジタル, マクフィ, デクラレーションオブウォー, ドレフォン
ヘイルトゥリーズン系種牡馬, ヘイルトゥリーズン, ヘイロー, ロベルト, サンデーサイレンス, クリスエス, シルヴァーホーク, ブライアンズタイム, モーリス, エピファネイア, スクリーンヒーロー, シンボリクリスエス
ノーザンダンサー系種牡馬, Dark Angel, Frankel, Galileo, Kingman
サンデーサイレンス系種牡馬, ダイワメジャー, ハーツクライ, ネオユニヴァース, スペシャルウィーク, ゼンノロブロイ, アグネスタキオン, マンハッタンカフェ, ステイゴールド
