factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,346,347,345,4062,5100,6.8,13.6,20.4,79.0,80.0
father_w,シニスターミニスター,19,12,9,109,149,12.8,20.8,26.8,122.0,92.0
father_w,ドレフォン,15,6,12,98,131,11.5,16.0,25.2,101.0,79.0
father_w,ルーラーシップ,14,7,14,154,189,7.4,11.1,18.5,98.0,77.0
father_w,パイロ,13,11,4,82,110,11.8,21.8,25.5,95.0,78.0
father_w,ロードカナロア,12,7,13,124,156,7.7,12.2,20.5,92.0,88.0
father_w,ヘニーヒューズ,12,15,14,100,141,8.5,19.1,29.1,82.0,102.0
father_w,キズナ,12,5,9,112,138,8.7,12.3,18.8,81.0,71.0
father_w,ドゥラメンテ,9,5,7,77,98,9.2,14.3,21.4,81.0,72.0
father_w,キングカメハメハ,9,11,3,54,77,11.7,26.0,29.9,116.0,91.0
father_w,オルフェーヴル,8,4,5,72,89,9.0,13.5,19.1,107.0,78.0
jockey_w,藤岡康太,19,13,20,105,157,12.1,20.4,33.1,98.0,102.0
jockey_w,松山弘平,19,11,13,76,119,16.0,25.2,36.1,93.0,79.0
jockey_w,鮫島克駿,16,15,12,92,135,11.9,23.0,31.9,76.0,81.0
jockey_w,幸英明,15,10,16,115,156,9.6,16.0,26.3,90.0,83.0
jockey_w,西村淳也,14,14,12,117,157,8.9,17.8,25.5,71.0,72.0
jockey_w,浜中俊,13,8,6,41,68,19.1,30.9,39.7,117.0,92.0
jockey_w,永島まなみ,12,7,6,109,134,9.0,14.2,18.7,147.0,85.0
jockey_w,吉田隼人,12,14,6,54,86,14.0,30.2,37.2,80.0,82.0
jockey_w,川田将雅,12,8,5,21,46,26.1,43.5,54.3,86.0,89.0
jockey_w,小沢大仁,11,9,10,110,140,7.9,14.3,21.4,113.0,88.0
frame,1枠,38,44,41,426,549,6.9,14.9,22.4,81.0,90.0
frame,2枠,39,34,42,476,591,6.6,12.4,19.5,88.0,84.0
frame,3枠,38,36,49,496,619,6.1,12.0,19.9,67.0,72.0
frame,4枠,45,54,41,504,644,7.0,15.4,21.7,78.0,84.0
frame,5枠,40,39,45,537,661,6.1,12.0,18.8,71.0,72.0
frame,6枠,57,47,54,513,671,8.5,15.5,23.5,93.0,89.0
frame,7枠,36,45,34,565,680,5.3,11.9,16.9,66.0,69.0
frame,8枠,53,48,39,545,685,7.7,14.7,20.4,88.0,81.0
averunningstyle,逃げ,33,26,22,186,267,12.4,22.1,30.3,92.0,89.0
averunningstyle,先行,174,182,154,1380,1890,9.2,18.8,27.0,74.0,80.0
averunningstyle,差し,31,23,26,174,254,12.2,21.3,31.5,91.0,81.0
averunningstyle,追込,0,1,0,3,4,0.0,25.0,25.0,0.0,68.0
distance,500m以上延長,14,5,11,317,347,4.0,5.5,8.6,109.0,63.0
distance,300m-400m延長,51,41,36,557,685,7.4,13.4,18.7,100.0,83.0
distance,100m-200m延長,13,16,16,227,272,4.8,10.7,16.5,55.0,67.0
distance,距離変更なし,113,126,120,1089,1448,7.8,16.5,24.8,74.0,81.0
distance,100m-200m短縮,137,138,138,1508,1921,7.1,14.3,21.5,78.0,81.0
distance,300m-400m短縮,10,10,14,185,219,4.6,9.1,15.5,82.0,79.0
distance,500m以上短縮,4,5,6,74,89,4.5,10.1,16.9,96.0,116.0
surface,ダ→ダ,312,316,315,3382,4325,7.2,14.5,21.8,80.0,81.0
surface,芝→ダ,29,24,25,558,636,4.6,8.3,12.3,75.0,68.0
stable_trainer,美浦,33,32,37,704,806,4.1,8.1,12.7,74.0,71.0
stable_trainer,栗東,313,315,308,3357,4293,7.3,14.6,21.8,80.0,81.0
