factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,159,159,161,1626,2105,7.6,15.1,22.8,79.0,83.0
father_w,ロードカナロア,11,7,5,68,91,12.1,19.8,25.3,107.0,85.0
father_w,シニスターミニスター,9,7,9,54,79,11.4,20.3,31.6,122.0,107.0
father_w,ミッキーアイル,8,14,8,43,73,11.0,30.1,41.1,76.0,100.0
father_w,キンシャサノキセキ,7,12,8,52,79,8.9,24.1,34.2,72.0,97.0
father_w,ヘニーヒューズ,7,7,5,48,67,10.4,20.9,28.4,71.0,89.0
father_w,コパノリッキー,5,3,4,44,56,8.9,14.3,21.4,66.0,50.0
father_w,サウスヴィグラス,4,1,4,37,46,8.7,10.9,19.6,82.0,69.0
father_w,ビッグアーサー,4,2,1,32,39,10.3,15.4,17.9,82.0,65.0
father_w,モーリス,4,2,5,24,35,11.4,17.1,31.4,111.0,91.0
father_w,オルフェーヴル,4,1,2,19,26,15.4,19.2,26.9,189.0,112.0
jockey_w,松山弘平,8,7,3,33,51,15.7,29.4,35.3,82.0,66.0
jockey_w,松本大輝,6,7,9,47,69,8.7,18.8,31.9,82.0,93.0
jockey_w,松若風馬,6,7,3,33,49,12.2,26.5,32.7,101.0,104.0
jockey_w,西村淳也,5,9,8,41,63,7.9,22.2,34.9,48.0,84.0
jockey_w,秋山稔樹,5,1,5,46,57,8.8,10.5,19.3,121.0,83.0
jockey_w,田中健,5,1,3,17,26,19.2,23.1,34.6,231.0,132.0
jockey_w,坂井瑠星,5,2,3,12,22,22.7,31.8,45.5,98.0,86.0
jockey_w,幸英明,4,9,4,49,66,6.1,19.7,25.8,77.0,95.0
jockey_w,小沢大仁,4,3,8,39,54,7.4,13.0,27.8,99.0,108.0
jockey_w,丹内祐次,4,4,7,39,54,7.4,14.8,27.8,78.0,89.0
frame,1枠,8,15,20,115,158,5.1,14.6,27.2,57.0,96.0
frame,2枠,14,12,15,117,158,8.9,16.5,25.9,89.0,86.0
frame,3枠,23,21,22,210,276,8.3,15.9,23.9,90.0,85.0
frame,4枠,20,24,19,228,291,6.9,15.1,21.6,73.0,79.0
frame,5枠,28,20,13,240,301,9.3,15.9,20.3,92.0,72.0
frame,6枠,24,20,23,239,306,7.8,14.4,21.9,75.0,86.0
frame,7枠,19,23,22,240,304,6.2,13.8,21.1,63.0,76.0
frame,8枠,23,24,27,237,311,7.4,15.1,23.8,88.0,93.0
averunningstyle,逃げ,28,20,13,129,190,14.7,25.3,32.1,95.0,82.0
averunningstyle,先行,100,93,94,685,972,10.3,19.9,29.5,83.0,88.0
averunningstyle,差し,1,2,3,28,34,2.9,8.8,17.6,26.0,55.0
averunningstyle,追込,1,0,0,1,2,50.0,50.0,50.0,171.0,104.0
distance,500m以上延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,300m-400m延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,100m-200m延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,距離変更なし,59,67,57,431,614,9.6,20.5,29.8,73.0,82.0
distance,100m-200m短縮,68,76,76,837,1057,6.4,13.6,20.8,72.0,82.0
distance,300m-400m短縮,23,10,15,182,230,10.0,14.3,20.9,139.0,93.0
distance,500m以上短縮,5,2,8,114,129,3.9,5.4,11.6,127.0,105.0
surface,ダ→ダ,140,139,139,1299,1717,8.2,16.2,24.3,79.0,83.0
surface,芝→ダ,15,16,17,257,305,4.9,10.2,15.7,88.0,90.0
stable_trainer,美浦,26,25,30,446,527,4.9,9.7,15.4,78.0,72.0
stable_trainer,栗東,133,134,131,1179,1577,8.4,16.9,25.2,79.0,85.0
