factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,199,194,195,2012,2600,7.7,15.1,22.6,80.0,81.0
father_w,エピファネイア,17,11,13,102,143,11.9,19.6,28.7,99.0,85.0
father_w,キズナ,13,14,9,92,128,10.2,21.1,28.1,66.0,77.0
father_w,ハーツクライ,13,16,13,85,127,10.2,22.8,33.1,76.0,90.0
father_w,ゴールドシップ,12,8,9,96,125,9.6,16.0,23.2,120.0,89.0
father_w,ハービンジャー,10,14,13,101,138,7.2,17.4,26.8,83.0,102.0
father_w,ディープインパクト,9,5,7,74,95,9.5,14.7,22.1,76.0,66.0
father_w,ドゥラメンテ,8,10,17,99,134,6.0,13.4,26.1,58.0,79.0
father_w,ルーラーシップ,8,9,8,88,113,7.1,15.0,22.1,54.0,69.0
father_w,モーリス,8,6,10,45,69,11.6,20.3,34.8,113.0,130.0
father_w,シルバーステート,7,3,3,26,39,17.9,25.6,33.3,122.0,79.0
jockey_w,藤岡康太,18,11,5,62,96,18.8,30.2,35.4,125.0,83.0
jockey_w,丹内祐次,15,12,8,68,103,14.6,26.2,34.0,131.0,99.0
jockey_w,鮫島克駿,11,9,10,44,74,14.9,27.0,40.5,81.0,92.0
jockey_w,松山弘平,11,6,4,32,53,20.8,32.1,39.6,97.0,79.0
jockey_w,西村淳也,10,19,9,52,90,11.1,32.2,42.2,73.0,95.0
jockey_w,川田将雅,10,5,2,13,30,33.3,50.0,56.7,88.0,76.0
jockey_w,藤岡佑介,9,5,4,26,44,20.5,31.8,40.9,120.0,96.0
jockey_w,幸英明,8,6,7,67,88,9.1,15.9,23.9,88.0,79.0
jockey_w,浜中俊,8,5,7,28,48,16.7,27.1,41.7,82.0,90.0
jockey_w,吉田隼人,7,8,3,40,58,12.1,25.9,31.0,66.0,73.0
frame,1枠,22,13,16,198,249,8.8,14.1,20.5,91.0,73.0
frame,2枠,25,25,17,201,268,9.3,18.7,25.0,82.0,82.0
frame,3枠,13,29,27,221,290,4.5,14.5,23.8,49.0,86.0
frame,4枠,34,20,21,231,306,11.1,17.6,24.5,112.0,84.0
frame,5枠,24,24,23,259,330,7.3,14.5,21.5,84.0,74.0
frame,6枠,32,26,27,259,344,9.3,16.9,24.7,88.0,82.0
frame,7枠,25,28,30,314,397,6.3,13.4,20.9,71.0,82.0
frame,8枠,24,29,34,329,416,5.8,12.7,20.9,66.0,81.0
averunningstyle,逃げ,3,3,3,60,69,4.3,8.7,13.0,43.0,44.0
averunningstyle,先行,77,64,77,545,763,10.1,18.5,28.6,76.0,80.0
averunningstyle,差し,37,27,28,119,211,17.5,30.3,43.6,91.0,86.0
averunningstyle,追込,4,2,3,15,24,16.7,25.0,37.5,100.0,91.0
distance,500m以上延長,1,1,3,93,98,1.0,2.0,5.1,35.0,45.0
distance,300m-400m延長,10,7,12,184,213,4.7,8.0,13.6,85.0,86.0
distance,100m-200m延長,38,48,44,556,686,5.5,12.5,19.0,65.0,76.0
distance,距離変更なし,112,99,103,773,1087,10.3,19.4,28.9,92.0,87.0
distance,100m-200m短縮,16,14,9,123,162,9.9,18.5,24.1,79.0,69.0
distance,300m-400m短縮,4,3,2,44,53,7.5,13.2,17.0,79.0,57.0
distance,500m以上短縮,1,6,6,83,96,1.0,7.3,13.5,17.0,72.0
surface,芝→芝,175,169,170,1583,2097,8.3,16.4,24.5,81.0,82.0
surface,ダ→芝,7,9,8,261,285,2.5,5.6,8.4,73.0,64.0
stable_trainer,美浦,24,34,27,494,579,4.1,10.0,14.7,70.0,74.0
stable_trainer,栗東,175,160,168,1517,2020,8.7,16.6,24.9,82.0,82.0
