factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,376,376,376,4679,5807,6.5,12.9,19.4,79.0,81.0
father_w,ロードカナロア,40,36,20,265,361,11.1,21.1,26.6,97.0,88.0
father_w,ダイワメジャー,25,15,20,178,238,10.5,16.8,25.2,106.0,95.0
father_w,ビッグアーサー,17,18,14,126,175,9.7,20.0,28.0,81.0,87.0
father_w,モーリス,10,12,9,125,156,6.4,14.1,19.9,75.0,74.0
father_w,キズナ,9,7,5,111,132,6.8,12.1,15.9,69.0,61.0
father_w,ミッキーアイル,8,14,14,120,156,5.1,14.1,23.1,49.0,79.0
father_w,リオンディーズ,7,6,7,93,113,6.2,11.5,17.7,68.0,65.0
father_w,トーセンラー,7,3,5,28,43,16.3,23.3,34.9,140.0,117.0
father_w,アドマイヤムーン,6,6,0,64,76,7.9,15.8,15.8,121.0,83.0
father_w,ファインニードル,6,3,9,48,66,9.1,13.6,27.3,82.0,70.0
jockey_w,松山弘平,28,15,11,82,136,20.6,31.6,39.7,107.0,81.0
jockey_w,西村淳也,19,7,15,125,166,11.4,15.7,24.7,98.0,72.0
jockey_w,幸英明,18,13,15,141,187,9.6,16.6,24.6,91.0,77.0
jockey_w,松若風馬,14,1,8,98,121,11.6,12.4,19.0,156.0,78.0
jockey_w,坂井瑠星,14,6,8,31,59,23.7,33.9,47.5,116.0,94.0
jockey_w,藤岡康太,13,22,15,109,159,8.2,22.0,31.4,66.0,95.0
jockey_w,鮫島克駿,13,19,9,95,136,9.6,23.5,30.1,69.0,85.0
jockey_w,川田将雅,13,7,4,18,42,31.0,47.6,57.1,92.0,82.0
jockey_w,丹内祐次,12,16,21,120,169,7.1,16.6,29.0,65.0,98.0
jockey_w,藤岡佑介,12,3,10,52,77,15.6,19.5,32.5,120.0,98.0
frame,1枠,38,29,42,507,616,6.2,10.9,17.7,83.0,78.0
frame,2枠,30,50,31,522,633,4.7,12.6,17.5,56.0,70.0
frame,3枠,37,36,52,529,654,5.7,11.2,19.1,74.0,83.0
frame,4枠,30,49,39,556,674,4.5,11.7,17.5,54.0,72.0
frame,5枠,50,40,38,560,688,7.3,13.1,18.6,88.0,76.0
frame,6枠,40,49,52,558,699,5.7,12.7,20.2,65.0,79.0
frame,7枠,79,70,58,698,905,8.7,16.5,22.9,98.0,93.0
frame,8枠,72,53,64,749,938,7.7,13.3,20.1,102.0,89.0
averunningstyle,逃げ,29,29,23,273,354,8.2,16.4,22.9,68.0,73.0
averunningstyle,先行,179,176,163,1537,2055,8.7,17.3,25.2,79.0,83.0
averunningstyle,差し,31,25,25,191,272,11.4,20.6,29.8,87.0,84.0
averunningstyle,追込,5,5,5,17,32,15.6,31.2,46.9,105.0,118.0
distance,500m以上延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,300m-400m延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,100m-200m延長,6,5,12,184,207,2.9,5.3,11.1,82.0,93.0
distance,距離変更なし,224,242,236,2755,3457,6.5,13.5,20.3,74.0,80.0
distance,100m-200m短縮,61,51,48,663,823,7.4,13.6,19.4,86.0,82.0
distance,300m-400m短縮,23,20,20,274,337,6.8,12.8,18.7,109.0,94.0
distance,500m以上短縮,10,7,7,229,253,4.0,6.7,9.5,119.0,82.0
surface,芝→芝,297,293,291,3390,4271,7.0,13.8,20.6,79.0,81.0
surface,ダ→芝,27,32,31,706,796,3.4,7.4,11.3,79.0,80.0
stable_trainer,美浦,48,76,66,1169,1359,3.5,9.1,14.0,65.0,84.0
stable_trainer,栗東,328,300,310,3477,4415,7.4,14.2,21.2,82.0,81.0
