course_name,fav_win_rate,longshot_place_rate,extreme_longshot_place_rate,upset_score,upset_rank
中京芝1200m,30.6,16.4,4.2,19.1,A
中京芝1400m,28.9,18.8,3.9,22.7,S
中京芝1600m,28.0,15.4,4.9,22.2,S
中京芝2000m,34.1,14.4,4.0,13.2,B
中京芝2200m,34.4,15.8,2.7,11.8,B
中京ダート1200m,30.9,14.8,5.0,18.9,A
中京ダート1400m,29.7,16.9,4.1,20.4,S
中京ダート1800m,35.6,15.0,4.0,12.4,B
中京ダート1900m,36.5,15.2,4.4,12.5,B
