factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,263,263,263,3027,3816,6.9,13.8,20.7,80.0,80.0
father_w,シニスターミニスター,19,12,14,82,127,15.0,24.4,35.4,125.0,101.0
father_w,ドレフォン,9,11,6,78,104,8.7,19.2,25.0,71.0,87.0
father_w,ホッコータルマエ,8,5,4,60,77,10.4,16.9,22.1,103.0,78.0
father_w,オルフェーヴル,8,3,5,50,66,12.1,16.7,24.2,145.0,98.0
father_w,マインドユアビスケッツ,8,6,3,44,61,13.1,23.0,27.9,194.0,110.0
father_w,ルーラーシップ,7,5,7,77,96,7.3,12.5,19.8,105.0,70.0
father_w,ロードカナロア,6,4,3,66,79,7.6,12.7,16.5,94.0,74.0
father_w,キンシャサノキセキ,6,6,4,50,66,9.1,18.2,24.2,108.0,82.0
father_w,ドゥラメンテ,6,4,4,43,57,10.5,17.5,24.6,76.0,79.0
father_w,ヘニーヒューズ,5,8,10,62,85,5.9,15.3,27.1,54.0,96.0
jockey_w,戸崎圭太,19,8,7,42,76,25.0,35.5,44.7,102.0,81.0
jockey_w,田辺裕信,13,6,7,27,53,24.5,35.8,49.1,116.0,102.0
jockey_w,菊沢一樹,10,4,21,108,143,7.0,9.8,24.5,97.0,104.0
jockey_w,斎藤新,9,10,7,64,90,10.0,21.1,28.9,99.0,88.0
jockey_w,菱田裕二,9,5,2,31,47,19.1,29.8,34.0,177.0,100.0
jockey_w,横山琉人,8,2,6,82,98,8.2,10.2,16.3,112.0,61.0
jockey_w,菅原明良,8,14,8,63,93,8.6,23.7,32.3,69.0,95.0
jockey_w,小沢大仁,8,2,5,50,65,12.3,15.4,23.1,155.0,98.0
jockey_w,丹内祐次,7,10,8,69,94,7.4,18.1,26.6,44.0,66.0
jockey_w,丸山元気,7,5,5,64,81,8.6,14.8,21.0,67.0,72.0
frame,1枠,18,15,18,212,263,6.8,12.5,19.4,78.0,81.0
frame,2枠,38,30,33,377,478,7.9,14.2,21.1,88.0,84.0
frame,3枠,32,35,38,390,495,6.5,13.5,21.2,74.0,76.0
frame,4枠,26,37,36,409,508,5.1,12.4,19.5,61.0,77.0
frame,5枠,33,32,27,417,509,6.5,12.8,18.1,85.0,71.0
frame,6枠,41,42,35,399,517,7.9,16.1,22.8,88.0,82.0
frame,7枠,36,36,36,413,521,6.9,13.8,20.7,82.0,82.0
frame,8枠,39,36,40,410,525,7.4,14.3,21.9,81.0,85.0
averunningstyle,逃げ,13,15,8,103,139,9.4,20.1,25.9,61.0,72.0
averunningstyle,先行,119,125,94,917,1255,9.5,19.4,26.9,75.0,79.0
averunningstyle,差し,26,20,27,149,222,11.7,20.7,32.9,81.0,80.0
averunningstyle,追込,2,4,1,5,12,16.7,50.0,58.3,84.0,117.0
distance,500m以上延長,4,4,8,173,189,2.1,4.2,8.5,68.0,91.0
distance,300m-400m延長,28,23,35,394,480,5.8,10.6,17.9,89.0,81.0
distance,100m-200m延長,50,39,45,483,617,8.1,14.4,21.7,82.0,79.0
distance,距離変更なし,55,60,55,523,693,7.9,16.6,24.5,73.0,78.0
distance,100m-200m短縮,103,113,87,1046,1349,7.6,16.0,22.5,81.0,80.0
distance,300m-400m短縮,14,14,20,183,231,6.1,12.1,20.8,86.0,86.0
distance,500m以上短縮,0,2,3,62,67,0.0,3.0,7.5,0.0,49.0
surface,ダ→ダ,236,236,231,2468,3171,7.4,14.9,22.2,80.0,80.0
surface,芝→ダ,18,19,21,384,442,4.1,8.4,13.1,78.0,74.0
stable_trainer,美浦,165,171,192,2181,2709,6.1,12.4,19.5,76.0,78.0
stable_trainer,栗東,98,92,71,846,1107,8.9,17.2,23.6,88.0,84.0
