factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,56,54,55,597,762,7.3,14.4,21.7,80.0,81.0
father_w,ゴールドシップ,10,8,11,60,89,11.2,20.2,32.6,107.0,101.0
father_w,オルフェーヴル,6,1,7,25,39,15.4,17.9,35.9,162.0,111.0
father_w,キズナ,4,3,3,29,39,10.3,17.9,25.6,78.0,72.0
father_w,サトノダイヤモンド,3,1,0,16,20,15.0,20.0,20.0,168.0,81.0
father_w,キタサンブラック,3,0,0,9,12,25.0,25.0,25.0,180.0,87.0
father_w,ハービンジャー,2,3,3,37,45,4.4,11.1,17.8,70.0,86.0
father_w,ドゥラメンテ,2,2,6,32,42,4.8,9.5,23.8,54.0,91.0
father_w,ルーラーシップ,2,3,3,30,38,5.3,13.2,21.1,61.0,66.0
father_w,ハーツクライ,2,3,1,31,37,5.4,13.5,16.2,56.0,74.0
father_w,ディープインパクト,2,1,2,23,28,7.1,10.7,17.9,64.0,66.0
jockey_w,丹内祐次,6,4,5,15,30,20.0,33.3,50.0,96.0,96.0
jockey_w,斎藤新,4,2,0,15,21,19.0,28.6,28.6,183.0,94.0
jockey_w,田辺裕信,4,2,1,6,13,30.8,46.2,53.8,139.0,107.0
jockey_w,津村明秀,4,2,0,5,11,36.4,54.5,54.5,172.0,100.0
jockey_w,丸山元気,2,4,3,24,33,6.1,18.2,27.3,51.0,90.0
jockey_w,木幡巧也,2,1,0,12,15,13.3,20.0,20.0,189.0,102.0
jockey_w,小沢大仁,2,0,3,10,15,13.3,13.3,33.3,139.0,127.0
jockey_w,富田暁,2,1,0,12,15,13.3,20.0,20.0,115.0,72.0
jockey_w,菱田裕二,2,4,0,8,14,14.3,42.9,42.9,120.0,122.0
jockey_w,永島まなみ,2,1,1,9,13,15.4,23.1,30.8,145.0,113.0
frame,1枠,6,8,3,64,81,7.4,17.3,21.0,93.0,83.0
frame,2枠,8,7,11,61,87,9.2,17.2,29.9,91.0,105.0
frame,3枠,7,4,7,73,91,7.7,12.1,19.8,78.0,76.0
frame,4枠,6,5,6,76,93,6.5,11.8,18.3,69.0,65.0
frame,5枠,8,7,5,78,98,8.2,15.3,20.4,85.0,74.0
frame,6枠,9,8,6,79,102,8.8,16.7,22.5,75.0,76.0
frame,7枠,5,6,6,88,105,4.8,10.5,16.2,63.0,60.0
frame,8枠,7,9,11,78,105,6.7,15.2,25.7,86.0,110.0
averunningstyle,逃げ,0,0,2,15,17,0.0,0.0,11.8,0.0,59.0
averunningstyle,先行,14,22,23,165,224,6.2,16.1,26.3,52.0,79.0
averunningstyle,差し,11,5,5,36,57,19.3,28.1,36.8,109.0,79.0
averunningstyle,追込,3,1,0,4,8,37.5,50.0,50.0,134.0,87.0
distance,500m以上延長,16,13,17,231,277,5.8,10.5,16.6,96.0,93.0
distance,300m-400m延長,11,6,8,84,109,10.1,15.6,22.9,87.0,77.0
distance,100m-200m延長,20,18,16,150,204,9.8,18.6,26.5,83.0,79.0
distance,距離変更なし,9,16,14,122,161,5.6,15.5,24.2,56.0,76.0
distance,100m-200m短縮,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
distance,300m-400m短縮,0,0,0,3,3,0.0,0.0,0.0,0.0,0.0
distance,500m以上短縮,0,0,0,3,3,0.0,0.0,0.0,0.0,0.0
surface,芝→芝,54,47,53,499,653,8.3,15.5,23.6,81.0,80.0
surface,ダ→芝,2,6,2,89,99,2.0,8.1,10.1,66.0,99.0
stable_trainer,美浦,34,33,37,398,502,6.8,13.3,20.7,76.0,78.0
stable_trainer,栗東,22,21,18,199,260,8.5,16.5,23.5,86.0,87.0
