factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,119,117,118,1338,1692,7.0,13.9,20.9,81.0,81.0
father_w,キズナ,12,4,11,36,63,19.0,25.4,42.9,129.0,109.0
father_w,スクリーンヒーロー,9,2,2,26,39,23.1,28.2,33.3,180.0,106.0
father_w,ゴールドシップ,7,11,4,87,109,6.4,16.5,20.2,77.0,88.0
father_w,サトノクラウン,5,0,2,19,26,19.2,19.2,26.9,203.0,86.0
father_w,ハーツクライ,4,3,8,58,73,5.5,9.6,20.5,60.0,66.0
father_w,ハービンジャー,4,2,7,50,63,6.3,9.5,20.6,98.0,97.0
father_w,ディープインパクト,4,5,3,49,61,6.6,14.8,19.7,54.0,62.0
father_w,ドゥラメンテ,4,5,3,48,60,6.7,15.0,20.0,71.0,84.0
father_w,ジャスタウェイ,4,5,4,25,38,10.5,23.7,34.2,124.0,121.0
father_w,モーリス,4,2,2,30,38,10.5,15.8,21.1,103.0,78.0
jockey_w,戸崎圭太,9,7,7,17,40,22.5,40.0,57.5,72.0,93.0
jockey_w,丹内祐次,6,3,6,39,54,11.1,16.7,27.8,62.0,62.0
jockey_w,菅原明良,6,2,6,31,45,13.3,17.8,31.1,108.0,80.0
jockey_w,荻野極,5,1,2,29,37,13.5,16.2,21.6,122.0,81.0
jockey_w,三浦皇成,4,3,3,25,35,11.4,20.0,28.6,97.0,88.0
jockey_w,津村明秀,4,4,2,21,31,12.9,25.8,32.3,112.0,92.0
jockey_w,田辺裕信,4,2,1,19,26,15.4,23.1,26.9,122.0,76.0
jockey_w,丸山元気,3,5,8,51,67,4.5,11.9,23.9,43.0,78.0
jockey_w,菊沢一樹,3,4,4,48,59,5.1,11.9,18.6,89.0,94.0
jockey_w,原優介,3,3,2,42,50,6.0,12.0,16.0,146.0,101.0
frame,1枠,11,14,13,145,183,6.0,13.7,20.8,64.0,79.0
frame,2枠,11,12,12,160,195,5.6,11.8,17.9,70.0,63.0
frame,3枠,18,18,13,156,205,8.8,17.6,23.9,84.0,85.0
frame,4枠,20,17,14,161,212,9.4,17.5,24.1,119.0,93.0
frame,5枠,19,15,15,166,215,8.8,15.8,22.8,90.0,86.0
frame,6枠,12,13,17,178,220,5.5,11.4,19.1,61.0,76.0
frame,7枠,15,14,18,183,230,6.5,12.6,20.4,80.0,83.0
frame,8枠,13,14,16,189,232,5.6,11.6,18.5,72.0,77.0
averunningstyle,逃げ,3,2,5,56,66,4.5,7.6,15.2,61.0,70.0
averunningstyle,先行,45,41,36,395,517,8.7,16.6,23.6,75.0,73.0
averunningstyle,差し,19,15,20,80,134,14.2,25.4,40.3,81.0,93.0
averunningstyle,追込,1,1,2,3,7,14.3,28.6,57.1,50.0,90.0
distance,500m以上延長,2,4,0,37,43,4.7,14.0,14.0,202.0,123.0
distance,300m-400m延長,6,9,9,128,152,3.9,9.9,15.8,75.0,102.0
distance,100m-200m延長,27,31,22,342,422,6.4,13.7,19.0,90.0,85.0
distance,距離変更なし,41,38,57,493,629,6.5,12.6,21.6,60.0,71.0
distance,100m-200m短縮,15,10,8,68,101,14.9,24.8,32.7,156.0,108.0
distance,300m-400m短縮,8,5,6,58,77,10.4,16.9,24.7,96.0,88.0
distance,500m以上短縮,4,6,2,53,65,6.2,15.4,18.5,99.0,92.0
surface,芝→芝,97,95,99,1027,1318,7.4,14.6,22.1,79.0,80.0
surface,ダ→芝,6,8,5,146,165,3.6,8.5,11.5,90.0,94.0
stable_trainer,美浦,72,82,81,987,1222,5.9,12.6,19.2,72.0,78.0
stable_trainer,栗東,47,35,37,351,470,10.0,17.4,25.3,99.0,87.0
