factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,86,86,87,966,1225,7.0,14.0,21.1,78.0,82.0
father_w,ディープインパクト,6,4,8,37,55,10.9,18.2,32.7,84.0,88.0
father_w,モーリス,6,3,4,36,49,12.2,18.4,26.5,95.0,76.0
father_w,ゴールドシップ,5,16,6,83,110,4.5,19.1,24.5,53.0,91.0
father_w,ハーツクライ,5,8,5,62,80,6.2,16.2,22.5,74.0,90.0
father_w,エピファネイア,5,1,4,35,45,11.1,13.3,22.2,76.0,62.0
father_w,キングカメハメハ,5,1,3,16,25,20.0,24.0,36.0,172.0,117.0
father_w,ルーラーシップ,4,4,4,49,61,6.6,13.1,19.7,73.0,76.0
father_w,スクリーンヒーロー,4,0,0,24,28,14.3,14.3,14.3,170.0,60.0
father_w,リアルスティール,4,1,2,11,18,22.2,27.8,38.9,112.0,66.0
father_w,レイデオロ,4,0,1,12,17,23.5,23.5,29.4,170.0,89.0
jockey_w,戸崎圭太,11,8,4,29,52,21.2,36.5,44.2,99.0,82.0
jockey_w,横山武史,9,8,5,39,61,14.8,27.9,36.1,71.0,80.0
jockey_w,C.ルメール,9,5,7,16,37,24.3,37.8,56.8,76.0,85.0
jockey_w,田辺裕信,8,4,1,23,36,22.2,33.3,36.1,222.0,105.0
jockey_w,柴田大知,4,2,1,29,36,11.1,16.7,19.4,179.0,86.0
jockey_w,石橋脩,4,2,2,21,29,13.8,20.7,27.6,156.0,86.0
jockey_w,川田将雅,4,1,2,5,12,33.3,41.7,58.3,92.0,75.0
jockey_w,J.モレイラ,4,0,0,4,8,50.0,50.0,50.0,175.0,85.0
jockey_w,津村明秀,3,5,5,31,44,6.8,18.2,29.5,100.0,123.0
jockey_w,大野拓弥,3,0,1,36,40,7.5,7.5,10.0,165.0,72.0
frame,1枠,13,10,9,92,124,10.5,18.5,25.8,103.0,94.0
frame,2枠,9,10,10,103,132,6.8,14.4,22.0,84.0,81.0
frame,3枠,9,5,10,116,140,6.4,10.0,17.1,74.0,72.0
frame,4枠,11,13,11,112,147,7.5,16.3,23.8,70.0,82.0
frame,5枠,11,7,9,126,153,7.2,11.8,17.6,81.0,78.0
frame,6枠,7,14,11,129,161,4.3,13.0,19.9,40.0,61.0
frame,7枠,14,12,14,139,179,7.8,14.5,22.3,96.0,90.0
frame,8枠,12,15,13,149,189,6.3,14.3,21.2,89.0,98.0
averunningstyle,逃げ,4,4,0,30,38,10.5,21.1,21.1,125.0,91.0
averunningstyle,先行,37,41,32,307,417,8.9,18.7,26.4,70.0,76.0
averunningstyle,差し,25,19,21,99,164,15.2,26.8,39.6,94.0,94.0
averunningstyle,追込,2,3,3,2,10,20.0,50.0,80.0,65.0,109.0
distance,500m以上延長,0,0,0,61,61,0.0,0.0,0.0,0.0,0.0
distance,300m-400m延長,13,6,10,188,217,6.0,8.8,13.4,108.0,83.0
distance,100m-200m延長,35,39,41,364,479,7.3,15.4,24.0,75.0,84.0
distance,距離変更なし,20,20,13,154,207,9.7,19.3,25.6,80.0,77.0
distance,100m-200m短縮,8,12,12,83,115,7.0,17.4,27.8,61.0,86.0
distance,300m-400m短縮,7,6,10,77,100,7.0,13.0,23.0,96.0,96.0
distance,500m以上短縮,2,3,0,17,22,9.1,22.7,22.7,55.0,65.0
surface,芝→芝,85,84,83,849,1101,7.7,15.3,22.9,79.0,82.0
surface,ダ→芝,0,2,3,92,97,0.0,2.1,5.2,0.0,85.0
stable_trainer,美浦,76,74,72,832,1054,7.2,14.2,21.1,81.0,83.0
stable_trainer,栗東,10,12,15,131,168,6.0,13.1,22.0,60.0,76.0
