factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,318,319,318,3557,4512,7.0,14.1,21.2,79.0,81.0
father_w,ロードカナロア,27,29,15,152,223,12.1,25.1,31.8,77.0,82.0
father_w,ディープインパクト,20,10,5,74,109,18.3,27.5,32.1,131.0,82.0
father_w,モーリス,16,7,16,145,184,8.7,12.5,21.2,58.0,69.0
father_w,エピファネイア,15,10,12,140,177,8.5,14.1,20.9,71.0,67.0
father_w,シルバーステート,15,18,16,82,131,11.5,25.2,37.4,120.0,127.0
father_w,キズナ,14,13,11,82,120,11.7,22.5,31.7,91.0,88.0
father_w,リオンディーズ,12,5,4,68,89,13.5,19.1,23.6,118.0,82.0
father_w,ルーラーシップ,10,12,7,76,105,9.5,21.0,27.6,76.0,86.0
father_w,ダイワメジャー,9,10,15,88,122,7.4,15.6,27.9,74.0,93.0
father_w,イスラボニータ,9,11,6,66,92,9.8,21.7,28.3,86.0,87.0
jockey_w,横山武史,28,18,14,121,181,15.5,25.4,33.1,86.0,76.0
jockey_w,戸崎圭太,28,25,17,110,180,15.6,29.4,38.9,85.0,78.0
jockey_w,C.ルメール,28,15,11,71,125,22.4,34.4,43.2,64.0,66.0
jockey_w,横山和生,17,14,9,86,126,13.5,24.6,31.7,121.0,97.0
jockey_w,菅原明良,16,15,19,135,185,8.6,16.8,27.0,83.0,82.0
jockey_w,大野拓弥,16,10,13,127,166,9.6,15.7,23.5,134.0,103.0
jockey_w,M.デムーロ,16,8,11,48,83,19.3,28.9,42.2,116.0,101.0
jockey_w,田辺裕信,12,16,6,112,146,8.2,19.2,23.3,66.0,69.0
jockey_w,津村明秀,11,20,14,111,156,7.1,19.9,28.8,79.0,95.0
jockey_w,佐々木大輔,11,3,5,50,69,15.9,20.3,27.5,171.0,97.0
frame,1枠,45,40,43,370,498,9.0,17.1,25.7,96.0,96.0
frame,2枠,42,38,32,404,516,8.1,15.5,21.7,89.0,78.0
frame,3枠,49,29,39,417,534,9.2,14.6,21.9,92.0,79.0
frame,4枠,53,43,38,427,561,9.4,17.1,23.9,87.0,81.0
frame,5枠,43,45,35,456,579,7.4,15.2,21.2,78.0,79.0
frame,6枠,30,38,46,478,592,5.1,11.5,19.3,63.0,76.0
frame,7枠,29,35,46,501,611,4.7,10.5,18.0,62.0,76.0
frame,8枠,27,51,39,504,621,4.3,12.6,18.8,60.0,81.0
averunningstyle,逃げ,17,12,13,155,197,8.6,14.7,21.3,73.0,70.0
averunningstyle,先行,154,161,124,1069,1508,10.2,20.9,29.1,85.0,84.0
averunningstyle,差し,47,45,52,293,437,10.8,21.1,33.0,70.0,78.0
averunningstyle,追込,6,1,5,18,30,20.0,23.3,40.0,109.0,86.0
distance,500m以上延長,0,0,0,25,25,0.0,0.0,0.0,0.0,0.0
distance,300m-400m延長,4,10,10,249,273,1.5,5.1,8.8,45.0,74.0
distance,100m-200m延長,30,52,44,516,642,4.7,12.8,19.6,61.0,79.0
distance,距離変更なし,171,149,153,1322,1795,9.5,17.8,26.4,82.0,81.0
distance,100m-200m短縮,48,43,45,506,642,7.5,14.2,21.2,84.0,81.0
distance,300m-400m短縮,12,11,13,142,178,6.7,12.9,20.2,98.0,89.0
distance,500m以上短縮,1,1,2,32,36,2.8,5.6,11.1,35.0,52.0
surface,芝→芝,262,255,257,2496,3270,8.0,15.8,23.7,80.0,81.0
surface,ダ→芝,4,11,10,290,315,1.3,4.8,7.9,46.0,74.0
stable_trainer,美浦,272,278,267,3128,3945,6.9,13.9,20.7,79.0,82.0
stable_trainer,栗東,46,41,51,416,554,8.3,15.7,24.9,78.0,76.0
