factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,621,624,620,7801,9666,6.4,12.9,19.3,79.0,82.0
father_w,ヘニーヒューズ,50,22,37,265,374,13.4,19.3,29.1,100.0,91.0
father_w,ロードカナロア,29,16,22,193,260,11.2,17.3,25.8,107.0,87.0
father_w,ディスクリートキャット,23,20,12,138,193,11.9,22.3,28.5,114.0,92.0
father_w,アジアエクスプレス,20,30,19,181,250,8.0,20.0,27.6,75.0,90.0
father_w,キンシャサノキセキ,19,14,23,194,250,7.6,13.2,22.4,97.0,88.0
father_w,ダノンレジェンド,17,12,13,111,153,11.1,19.0,27.5,106.0,95.0
father_w,ドレフォン,16,15,15,141,187,8.6,16.6,24.6,79.0,82.0
father_w,リオンディーズ,15,9,9,107,140,10.7,17.1,23.6,113.0,89.0
father_w,カレンブラックヒル,13,11,8,124,156,8.3,15.4,20.5,93.0,84.0
father_w,イスラボニータ,12,8,15,95,130,9.2,15.4,26.9,101.0,89.0
jockey_w,横山武史,50,26,34,179,289,17.3,26.3,38.1,83.0,76.0
jockey_w,戸崎圭太,45,36,22,165,268,16.8,30.2,38.4,81.0,80.0
jockey_w,C.ルメール,32,14,13,62,121,26.4,38.0,48.8,87.0,87.0
jockey_w,菅原明良,26,24,27,210,287,9.1,17.4,26.8,80.0,87.0
jockey_w,三浦皇成,26,32,30,170,258,10.1,22.5,34.1,71.0,91.0
jockey_w,津村明秀,23,20,24,167,234,9.8,18.4,28.6,91.0,88.0
jockey_w,田辺裕信,20,21,14,139,194,10.3,21.1,28.4,74.0,77.0
jockey_w,大野拓弥,19,14,20,196,249,7.6,13.3,21.3,88.0,82.0
jockey_w,横山和生,17,11,15,130,173,9.8,16.2,24.9,92.0,77.0
jockey_w,丹内祐次,16,28,13,201,258,6.2,17.1,22.1,77.0,86.0
frame,1枠,63,49,76,951,1139,5.5,9.8,16.5,84.0,81.0
frame,2枠,60,76,68,980,1184,5.1,11.5,17.2,68.0,77.0
frame,3枠,55,85,82,981,1203,4.6,11.6,18.5,59.0,77.0
frame,4枠,77,77,75,988,1217,6.3,12.7,18.8,79.0,84.0
frame,5枠,83,80,74,985,1222,6.8,13.3,19.4,83.0,82.0
frame,6枠,101,79,82,971,1233,8.2,14.6,21.2,97.0,85.0
frame,7枠,87,81,93,972,1233,7.1,13.6,21.2,80.0,86.0
frame,8枠,95,97,70,973,1235,7.7,15.5,21.2,79.0,79.0
averunningstyle,逃げ,63,50,36,373,522,12.1,21.6,28.5,90.0,88.0
averunningstyle,先行,286,278,251,2337,3152,9.1,17.9,25.9,77.0,82.0
averunningstyle,差し,49,36,41,291,417,11.8,20.4,30.2,81.0,79.0
averunningstyle,追込,3,3,3,30,39,7.7,15.4,23.1,52.0,60.0
distance,500m以上延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,300m-400m延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,100m-200m延長,34,45,38,609,726,4.7,10.9,16.1,70.0,78.0
distance,距離変更なし,359,363,337,3860,4919,7.3,14.7,21.5,79.0,82.0
distance,100m-200m短縮,139,118,131,1481,1869,7.4,13.8,20.8,85.0,84.0
distance,300m-400m短縮,25,28,31,488,572,4.4,9.3,14.7,75.0,79.0
distance,500m以上短縮,12,17,28,489,546,2.2,5.3,10.4,60.0,86.0
surface,ダ→ダ,499,508,507,5638,7152,7.0,14.1,21.2,79.0,83.0
surface,芝→ダ,70,63,57,1271,1461,4.8,9.1,13.0,84.0,75.0
stable_trainer,美浦,547,546,550,7108,8751,6.3,12.5,18.8,78.0,81.0
stable_trainer,栗東,74,78,70,690,912,8.1,16.7,24.3,85.0,87.0
