factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,54,52,53,504,663,8.1,16.0,24.0,80.0,84.0
father_w,ゴールドシップ,5,1,1,41,48,10.4,12.5,14.6,146.0,65.0
father_w,キズナ,5,5,2,20,32,15.6,31.2,37.5,130.0,110.0
father_w,ハーツクライ,4,4,6,48,62,6.5,12.9,22.6,95.0,85.0
father_w,ドゥラメンテ,4,4,1,16,25,16.0,32.0,36.0,81.0,85.0
father_w,エピファネイア,4,1,2,17,24,16.7,20.8,29.2,140.0,117.0
father_w,ジャスタウェイ,3,2,1,10,16,18.8,31.2,37.5,100.0,101.0
father_w,ディープインパクト,2,4,7,40,53,3.8,11.3,24.5,28.0,69.0
father_w,トーセンラー,2,1,0,5,8,25.0,37.5,37.5,364.0,127.0
father_w,アドマイヤマーズ,2,0,0,1,3,66.7,66.7,66.7,256.0,140.0
father_w,ネロ,2,0,1,0,3,66.7,66.7,100.0,278.0,157.0
jockey_w,C.ルメール,7,3,4,5,19,36.8,52.6,73.7,101.0,107.0
jockey_w,丹内祐次,5,0,1,24,30,16.7,16.7,20.0,155.0,73.0
jockey_w,大野拓弥,4,0,0,14,18,22.2,22.2,22.2,194.0,88.0
jockey_w,戸崎圭太,3,8,5,17,33,9.1,33.3,48.5,52.0,112.0
jockey_w,菅原明良,3,2,1,19,25,12.0,20.0,24.0,83.0,57.0
jockey_w,津村明秀,3,0,2,20,25,12.0,12.0,20.0,148.0,64.0
jockey_w,田辺裕信,3,2,1,18,24,12.5,20.8,25.0,74.0,52.0
jockey_w,横山武史,3,2,4,15,24,12.5,20.8,37.5,74.0,75.0
jockey_w,横山和生,3,3,4,10,20,15.0,30.0,50.0,83.0,104.0
jockey_w,永野猛蔵,2,2,1,10,15,13.3,26.7,33.3,264.0,124.0
frame,1枠,3,2,7,51,63,4.8,7.9,19.0,51.0,76.0
frame,2枠,5,6,6,51,68,7.4,16.2,25.0,73.0,95.0
frame,3枠,5,5,6,59,75,6.7,13.3,21.3,72.0,80.0
frame,4枠,5,9,5,58,77,6.5,18.2,24.7,53.0,77.0
frame,5枠,11,10,10,56,87,12.6,24.1,35.6,118.0,113.0
frame,6枠,10,7,7,70,94,10.6,18.1,25.5,105.0,90.0
frame,7枠,9,3,8,79,99,9.1,12.1,20.2,76.0,63.0
frame,8枠,6,10,4,80,100,6.0,16.0,20.0,80.0,83.0
averunningstyle,逃げ,4,1,1,14,20,20.0,25.0,30.0,141.0,102.0
averunningstyle,先行,22,23,25,207,277,7.9,16.2,25.3,70.0,80.0
averunningstyle,差し,11,11,9,52,83,13.3,26.5,37.3,90.0,95.0
averunningstyle,追込,1,1,2,7,11,9.1,18.2,36.4,66.0,110.0
distance,500m以上延長,15,3,13,130,161,9.3,11.2,19.3,129.0,93.0
distance,300m-400m延長,7,10,11,95,123,5.7,13.8,22.8,59.0,78.0
distance,100m-200m延長,12,19,8,100,139,8.6,22.3,28.1,79.0,93.0
distance,距離変更なし,9,4,6,54,73,12.3,17.8,26.0,88.0,79.0
distance,100m-200m短縮,7,9,11,80,107,6.5,15.0,25.2,61.0,81.0
distance,300m-400m短縮,0,0,0,3,3,0.0,0.0,0.0,0.0,0.0
distance,500m以上短縮,4,6,4,42,56,7.1,17.9,25.0,61.0,74.0
surface,芝→芝,54,49,52,461,616,8.8,16.7,25.2,82.0,85.0
surface,ダ→芝,0,2,1,39,42,0.0,4.8,7.1,0.0,52.0
stable_trainer,美浦,42,35,36,351,464,9.1,16.6,24.4,87.0,85.0
stable_trainer,栗東,12,16,17,153,198,6.1,14.1,22.7,63.0,82.0
