factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,248,248,248,2772,3516,7.1,14.1,21.2,79.0,81.0
father_w,ハーツクライ,17,10,11,100,138,12.3,19.6,27.5,112.0,81.0
father_w,エピファネイア,16,13,21,114,164,9.8,17.7,30.5,76.0,92.0
father_w,ハービンジャー,13,6,10,104,133,9.8,14.3,21.8,97.0,76.0
father_w,キタサンブラック,13,7,2,58,80,16.2,25.0,27.5,105.0,83.0
father_w,ドゥラメンテ,12,15,20,95,142,8.5,19.0,33.1,65.0,86.0
father_w,キズナ,12,7,8,89,116,10.3,16.4,23.3,87.0,74.0
father_w,ゴールドシップ,9,21,8,196,234,3.8,12.8,16.2,50.0,75.0
father_w,ルーラーシップ,9,5,13,105,132,6.8,10.6,20.5,68.0,75.0
father_w,ディープインパクト,9,15,12,77,113,8.0,21.2,31.9,53.0,81.0
father_w,モーリス,9,8,8,62,87,10.3,19.5,28.7,76.0,80.0
jockey_w,横山武史,28,18,16,93,155,18.1,29.7,40.0,98.0,83.0
jockey_w,C.ルメール,27,14,16,51,108,25.0,38.0,52.8,69.0,77.0
jockey_w,戸崎圭太,26,21,17,97,161,16.1,29.2,39.8,86.0,83.0
jockey_w,津村明秀,12,9,9,91,121,9.9,17.4,24.8,122.0,95.0
jockey_w,菅原明良,11,13,13,109,146,7.5,16.4,25.3,73.0,77.0
jockey_w,田辺裕信,11,10,12,75,108,10.2,19.4,30.6,85.0,82.0
jockey_w,丹内祐次,8,8,8,110,134,6.0,11.9,17.9,109.0,84.0
jockey_w,大野拓弥,8,11,3,86,108,7.4,17.6,20.4,106.0,100.0
jockey_w,三浦皇成,7,10,14,85,116,6.0,14.7,26.7,64.0,83.0
jockey_w,石川裕紀人,6,10,8,84,108,5.6,14.8,22.2,80.0,90.0
frame,1枠,25,33,24,284,366,6.8,15.8,22.4,70.0,80.0
frame,2枠,30,16,33,304,383,7.8,12.0,20.6,86.0,76.0
frame,3枠,24,24,30,323,401,6.0,12.0,19.5,68.0,80.0
frame,4枠,31,27,28,328,414,7.5,14.0,20.8,81.0,76.0
frame,5枠,29,36,25,337,427,6.8,15.2,21.1,79.0,85.0
frame,6枠,37,32,40,334,443,8.4,15.6,24.6,96.0,95.0
frame,7枠,35,45,38,401,519,6.7,15.4,22.7,75.0,85.0
frame,8枠,37,35,30,461,563,6.6,12.8,18.1,76.0,75.0
averunningstyle,逃げ,10,8,6,98,122,8.2,14.8,19.7,83.0,71.0
averunningstyle,先行,106,105,102,804,1117,9.5,18.9,28.0,81.0,85.0
averunningstyle,差し,53,37,36,225,351,15.1,25.6,35.9,86.0,81.0
averunningstyle,追込,0,4,3,25,32,0.0,12.5,21.9,0.0,49.0
distance,500m以上延長,0,1,3,71,75,0.0,1.3,5.3,0.0,47.0
distance,300m-400m延長,17,15,15,273,320,5.3,10.0,14.7,90.0,79.0
distance,100m-200m延長,73,71,79,802,1025,7.1,14.0,21.8,80.0,86.0
distance,距離変更なし,96,97,85,892,1170,8.2,16.5,23.8,80.0,81.0
distance,100m-200m短縮,7,11,14,116,148,4.7,12.2,21.6,51.0,73.0
distance,300m-400m短縮,9,9,7,62,87,10.3,20.7,28.7,80.0,85.0
distance,500m以上短縮,1,1,2,34,38,2.6,5.3,10.5,42.0,51.0
surface,芝→芝,201,197,198,2044,2640,7.6,15.1,22.6,79.0,82.0
surface,ダ→芝,2,8,7,204,221,0.9,4.5,7.7,39.0,67.0
stable_trainer,美浦,216,213,205,2433,3067,7.0,14.0,20.7,81.0,82.0
stable_trainer,栗東,32,35,43,334,444,7.2,15.1,24.8,68.0,76.0
