factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,121,121,121,1412,1775,6.8,13.6,20.5,79.0,80.0
father_w,ロードカナロア,18,10,14,113,155,11.6,18.1,27.1,109.0,89.0
father_w,ビッグアーサー,9,5,8,50,72,12.5,19.4,30.6,95.0,85.0
father_w,ダイワメジャー,6,11,3,60,80,7.5,21.2,25.0,69.0,78.0
father_w,キズナ,4,6,7,47,64,6.2,15.6,26.6,66.0,95.0
father_w,キンシャサノキセキ,4,3,3,41,51,7.8,13.7,19.6,106.0,83.0
father_w,ミッキーアイル,4,6,0,29,39,10.3,25.6,25.6,87.0,83.0
father_w,ファインニードル,4,3,2,15,24,16.7,29.2,37.5,158.0,109.0
father_w,DarkAngel,4,0,1,6,11,36.4,36.4,45.5,121.0,77.0
father_w,オルフェーヴル,3,3,1,23,30,10.0,20.0,23.3,160.0,110.0
father_w,バゴ,3,0,1,6,10,30.0,30.0,40.0,276.0,133.0
jockey_w,幸英明,11,5,4,43,63,17.5,25.4,31.7,129.0,97.0
jockey_w,川田将雅,8,3,2,10,23,34.8,47.8,56.5,118.0,94.0
jockey_w,松山弘平,6,8,4,42,60,10.0,23.3,30.0,68.0,87.0
jockey_w,団野大成,6,4,1,32,43,14.0,23.3,25.6,138.0,74.0
jockey_w,坂井瑠星,6,4,3,28,41,14.6,24.4,31.7,90.0,66.0
jockey_w,岩田望来,6,4,6,23,39,15.4,25.6,41.0,113.0,107.0
jockey_w,池添謙一,5,1,2,23,31,16.1,19.4,25.8,169.0,90.0
jockey_w,武豊,4,4,2,21,31,12.9,25.8,32.3,92.0,86.0
jockey_w,福永祐一,4,2,5,11,22,18.2,27.3,50.0,75.0,85.0
jockey_w,小沢大仁,3,1,3,37,44,6.8,9.1,15.9,98.0,77.0
frame,1枠,12,19,9,147,187,6.4,16.6,21.4,73.0,88.0
frame,2枠,16,14,14,151,195,8.2,15.4,22.6,113.0,91.0
frame,3枠,17,22,18,143,200,8.5,19.5,28.5,75.0,90.0
frame,4枠,17,13,19,159,208,8.2,14.4,23.6,94.0,91.0
frame,5枠,13,18,27,154,212,6.1,14.6,27.4,67.0,99.0
frame,6枠,12,10,11,184,217,5.5,10.1,15.2,69.0,65.0
frame,7枠,22,10,16,223,271,8.1,11.8,17.7,94.0,73.0
frame,8枠,12,15,7,251,285,4.2,9.5,11.9,56.0,51.0
averunningstyle,逃げ,16,12,10,94,132,12.1,21.2,28.8,114.0,101.0
averunningstyle,先行,64,61,54,611,790,8.1,15.8,22.7,78.0,78.0
averunningstyle,差し,8,10,16,95,129,6.2,14.0,26.4,49.0,71.0
averunningstyle,追込,2,2,1,7,12,16.7,33.3,41.7,99.0,95.0
distance,500m以上延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,300m-400m延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,100m-200m延長,3,3,2,48,56,5.4,10.7,14.3,140.0,93.0
distance,距離変更なし,80,74,82,897,1133,7.1,13.6,20.8,77.0,78.0
distance,100m-200m短縮,21,28,22,249,320,6.6,15.3,22.2,76.0,88.0
distance,300m-400m短縮,5,6,4,95,110,4.5,10.0,13.6,75.0,74.0
distance,500m以上短縮,1,1,1,37,40,2.5,5.0,7.5,87.0,77.0
surface,芝→芝,104,106,105,1145,1460,7.1,14.4,21.6,79.0,81.0
surface,ダ→芝,6,6,6,179,197,3.0,6.1,9.1,65.0,61.0
stable_trainer,美浦,19,14,17,308,358,5.3,9.2,14.0,98.0,77.0
stable_trainer,栗東,102,107,103,1100,1412,7.2,14.8,22.1,76.0,80.0
