factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,247,246,246,2919,3658,6.8,13.5,20.2,80.0,82.0
father_w,シニスターミニスター,15,8,7,69,99,15.2,23.2,30.3,137.0,102.0
father_w,ヘニーヒューズ,12,17,10,102,141,8.5,20.6,27.7,79.0,88.0
father_w,キンシャサノキセキ,10,10,2,72,94,10.6,21.3,23.4,100.0,90.0
father_w,ドレフォン,10,11,7,55,83,12.0,25.3,33.7,121.0,114.0
father_w,ロードカナロア,9,10,9,85,113,8.0,16.8,24.8,75.0,88.0
father_w,ミッキーアイル,8,7,4,61,80,10.0,18.8,23.8,95.0,73.0
father_w,コパノリッキー,8,1,3,57,69,11.6,13.0,17.4,141.0,79.0
father_w,ドゥラメンテ,6,1,4,32,43,14.0,16.3,25.6,137.0,89.0
father_w,サウスヴィグラス,5,9,6,81,101,5.0,13.9,19.8,74.0,79.0
father_w,モーリス,5,4,1,55,65,7.7,13.8,15.4,60.0,49.0
jockey_w,松山弘平,19,17,9,75,120,15.8,30.0,37.5,78.0,82.0
jockey_w,幸英明,11,7,12,98,128,8.6,14.1,23.4,85.0,82.0
jockey_w,坂井瑠星,11,9,13,38,71,15.5,28.2,46.5,91.0,110.0
jockey_w,岩田望来,10,13,10,72,105,9.5,21.9,31.4,70.0,85.0
jockey_w,鮫島克駿,10,9,5,66,90,11.1,21.1,26.7,97.0,90.0
jockey_w,川田将雅,10,7,2,14,33,30.3,51.5,57.6,81.0,80.0
jockey_w,松若風馬,9,4,6,53,72,12.5,18.1,26.4,149.0,101.0
jockey_w,西村淳也,7,4,9,47,67,10.4,16.4,29.9,83.0,83.0
jockey_w,横山典弘,7,1,2,17,27,25.9,29.6,37.0,244.0,95.0
jockey_w,小沢大仁,6,5,4,82,97,6.2,11.3,15.5,124.0,66.0
frame,1枠,35,22,22,330,409,8.6,13.9,19.3,105.0,81.0
frame,2枠,27,40,35,329,431,6.3,15.5,23.7,68.0,88.0
frame,3枠,28,25,31,359,443,6.3,12.0,19.0,76.0,75.0
frame,4枠,32,35,23,367,457,7.0,14.7,19.7,79.0,79.0
frame,5枠,32,29,27,381,469,6.8,13.0,18.8,87.0,79.0
frame,6枠,33,38,33,374,478,6.9,14.9,21.8,82.0,89.0
frame,7枠,18,31,38,398,485,3.7,10.1,17.9,48.0,80.0
frame,8枠,42,26,37,381,486,8.6,14.0,21.6,92.0,79.0
averunningstyle,逃げ,20,17,20,131,188,10.6,19.7,30.3,77.0,87.0
averunningstyle,先行,144,128,108,1086,1466,9.8,18.6,25.9,83.0,82.0
averunningstyle,差し,20,12,16,75,123,16.3,26.0,39.0,115.0,99.0
averunningstyle,追込,3,0,0,7,10,30.0,30.0,30.0,195.0,57.0
distance,500m以上延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,300m-400m延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,100m-200m延長,31,28,29,366,454,6.8,13.0,19.4,88.0,83.0
distance,距離変更なし,146,136,149,1522,1953,7.5,14.4,22.1,79.0,80.0
distance,100m-200m短縮,49,63,46,612,770,6.4,14.5,20.5,78.0,88.0
distance,300m-400m短縮,6,3,2,94,105,5.7,8.6,10.5,90.0,70.0
distance,500m以上短縮,4,6,9,159,178,2.2,5.6,10.7,51.0,83.0
surface,ダ→ダ,221,210,217,2346,2994,7.4,14.4,21.6,83.0,84.0
surface,芝→ダ,15,24,18,400,457,3.3,8.5,12.5,52.0,63.0
stable_trainer,美浦,22,34,42,675,773,2.8,7.2,12.7,58.0,79.0
stable_trainer,栗東,225,212,204,2242,2883,7.8,15.2,22.2,82.0,82.0
