factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,302,303,301,2760,3666,8.2,16.5,24.7,79.0,82.0
father_w,ディープインパクト,28,31,22,131,212,13.2,27.8,38.2,77.0,81.0
father_w,ハービンジャー,23,14,14,136,187,12.3,19.8,27.3,108.0,94.0
father_w,ハーツクライ,19,17,10,152,198,9.6,18.2,23.2,77.0,74.0
father_w,エピファネイア,18,24,18,145,205,8.8,20.5,29.3,68.0,87.0
father_w,キズナ,17,17,21,133,188,9.0,18.1,29.3,83.0,86.0
father_w,ルーラーシップ,14,9,9,122,154,9.1,14.9,20.8,91.0,77.0
father_w,ロードカナロア,14,8,1,66,89,15.7,24.7,25.8,103.0,78.0
father_w,ドゥラメンテ,13,15,19,123,170,7.6,16.5,27.6,60.0,73.0
father_w,モーリス,11,7,12,70,100,11.0,18.0,30.0,73.0,91.0
father_w,キタサンブラック,9,13,17,59,98,9.2,22.4,39.8,62.0,91.0
jockey_w,川田将雅,38,22,14,39,113,33.6,53.1,65.5,90.0,90.0
jockey_w,松山弘平,27,18,15,95,155,17.4,29.0,38.7,91.0,81.0
jockey_w,岩田望来,23,12,10,84,129,17.8,27.1,34.9,124.0,82.0
jockey_w,坂井瑠星,17,10,12,68,107,15.9,25.2,36.4,96.0,85.0
jockey_w,福永祐一,12,13,12,38,75,16.0,33.3,49.3,70.0,84.0
jockey_w,武豊,11,4,5,48,68,16.2,22.1,29.4,90.0,67.0
jockey_w,西村淳也,9,9,5,66,89,10.1,20.2,25.8,98.0,76.0
jockey_w,C.ルメール,9,7,4,19,39,23.1,41.0,51.3,73.0,81.0
jockey_w,藤岡佑介,8,3,9,28,48,16.7,22.9,41.7,124.0,107.0
jockey_w,団野大成,7,8,6,74,95,7.4,15.8,22.1,73.0,77.0
frame,1枠,37,36,33,270,376,9.8,19.4,28.2,81.0,91.0
frame,2枠,40,46,32,278,396,10.1,21.7,29.8,87.0,87.0
frame,3枠,33,34,33,308,408,8.1,16.4,24.5,74.0,80.0
frame,4枠,43,28,33,322,426,10.1,16.7,24.4,101.0,85.0
frame,5枠,36,39,34,344,453,7.9,16.6,24.1,77.0,78.0
frame,6枠,44,35,42,359,480,9.2,16.5,25.2,90.0,84.0
frame,7枠,27,38,50,438,553,4.9,11.8,20.8,51.0,73.0
frame,8枠,42,47,44,441,574,7.3,15.5,23.2,77.0,82.0
averunningstyle,逃げ,12,5,13,64,94,12.8,18.1,31.9,109.0,102.0
averunningstyle,先行,127,136,100,775,1138,11.2,23.1,31.9,81.0,84.0
averunningstyle,差し,49,36,49,221,355,13.8,23.9,37.7,76.0,80.0
averunningstyle,追込,10,12,11,31,64,15.6,34.4,51.6,66.0,89.0
distance,500m以上延長,1,3,4,111,119,0.8,3.4,6.7,39.0,78.0
distance,300m-400m延長,20,14,22,223,279,7.2,12.2,20.1,108.0,96.0
distance,100m-200m延長,64,68,68,719,919,7.0,14.4,21.8,74.0,80.0
distance,距離変更なし,145,131,134,1032,1442,10.1,19.1,28.4,81.0,81.0
distance,100m-200m短縮,18,26,16,159,219,8.2,20.1,27.4,71.0,89.0
distance,300m-400m短縮,11,11,9,66,97,11.3,22.7,32.0,84.0,82.0
distance,500m以上短縮,2,6,9,76,93,2.2,8.6,18.3,36.0,91.0
surface,芝→芝,253,250,248,2100,2851,8.9,17.6,26.3,79.0,83.0
surface,ダ→芝,8,8,12,276,304,2.6,5.3,9.2,81.0,66.0
stable_trainer,美浦,28,25,26,514,593,4.7,8.9,13.3,70.0,64.0
stable_trainer,栗東,274,278,275,2244,3071,8.9,18.0,26.9,80.0,84.0
