factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,125,125,125,1120,1495,8.4,16.7,25.1,78.0,81.0
father_w,ディープインパクト,15,8,9,63,95,15.8,24.2,33.7,112.0,92.0
father_w,ハーツクライ,9,8,8,69,94,9.6,18.1,26.6,88.0,70.0
father_w,エピファネイア,9,10,7,56,82,11.0,23.2,31.7,69.0,77.0
father_w,ドゥラメンテ,8,8,8,46,70,11.4,22.9,34.3,67.0,93.0
father_w,ハービンジャー,7,4,9,55,75,9.3,14.7,26.7,90.0,88.0
father_w,ルーラーシップ,7,7,5,50,69,10.1,20.3,27.5,86.0,83.0
father_w,キングカメハメハ,7,3,5,30,45,15.6,22.2,33.3,112.0,89.0
father_w,キズナ,5,9,7,53,74,6.8,18.9,28.4,62.0,74.0
father_w,リアルスティール,5,2,1,16,24,20.8,29.2,33.3,175.0,92.0
father_w,スクリーンヒーロー,5,0,4,14,23,21.7,21.7,39.1,158.0,122.0
jockey_w,川田将雅,24,6,4,21,55,43.6,54.5,61.8,116.0,86.0
jockey_w,松山弘平,9,5,6,47,67,13.4,20.9,29.9,88.0,74.0
jockey_w,西村淳也,5,6,1,29,41,12.2,26.8,29.3,82.0,74.0
jockey_w,C.ルメール,5,2,3,7,17,29.4,41.2,58.8,90.0,86.0
jockey_w,岩田望来,4,7,6,36,53,7.5,20.8,32.1,51.0,68.0
jockey_w,坂井瑠星,4,4,5,25,38,10.5,21.1,34.2,96.0,104.0
jockey_w,団野大成,4,1,2,28,35,11.4,14.3,20.0,137.0,70.0
jockey_w,藤岡康太,4,9,2,18,33,12.1,39.4,45.5,98.0,118.0
jockey_w,福永祐一,4,5,4,19,32,12.5,28.1,40.6,48.0,71.0
jockey_w,池添謙一,4,3,2,21,30,13.3,23.3,30.0,98.0,78.0
frame,1枠,11,16,13,112,152,7.2,17.8,26.3,63.0,84.0
frame,2枠,19,15,15,109,158,12.0,21.5,31.0,106.0,91.0
frame,3枠,12,15,13,128,168,7.1,16.1,23.8,67.0,67.0
frame,4枠,19,17,16,122,174,10.9,20.7,29.9,84.0,89.0
frame,5枠,24,13,12,133,182,13.2,20.3,26.9,121.0,86.0
frame,6枠,13,18,16,152,199,6.5,15.6,23.6,67.0,79.0
frame,7枠,10,17,18,180,225,4.4,12.0,20.0,47.0,73.0
frame,8枠,17,14,22,184,237,7.2,13.1,22.4,75.0,77.0
averunningstyle,逃げ,2,3,3,37,45,4.4,11.1,17.8,38.0,57.0
averunningstyle,先行,59,48,55,375,537,11.0,19.9,30.2,80.0,80.0
averunningstyle,差し,30,20,16,85,151,19.9,33.1,43.7,99.0,90.0
averunningstyle,追込,4,5,4,11,24,16.7,37.5,54.2,56.0,90.0
distance,500m以上延長,0,0,1,82,83,0.0,0.0,1.2,0.0,9.0
distance,300m-400m延長,11,17,19,187,234,4.7,12.0,20.1,76.0,97.0
distance,100m-200m延長,50,47,47,404,548,9.1,17.7,26.3,84.0,79.0
distance,距離変更なし,27,36,31,184,278,9.7,22.7,33.8,65.0,87.0
distance,100m-200m短縮,22,10,17,123,172,12.8,18.6,28.5,95.0,70.0
distance,300m-400m短縮,11,12,8,101,132,8.3,17.4,23.5,78.0,79.0
distance,500m以上短縮,2,2,2,18,24,8.3,16.7,25.0,87.0,102.0
surface,芝→芝,119,117,120,955,1311,9.1,18.0,27.2,78.0,81.0
surface,ダ→芝,4,6,5,136,151,2.6,6.6,9.9,80.0,71.0
stable_trainer,美浦,10,15,18,252,295,3.4,8.5,14.6,53.0,68.0
stable_trainer,栗東,115,110,107,868,1200,9.6,18.8,27.7,82.0,83.0
