キズナ,17.0,28.3,39.6
ハービンジャー,14.8,19.8,25.9
モーリス,14.6,24.4,26.8
ロードカナロア,13.9,33.3,41.7
オルフェーヴル,13.0,26.1,26.1
ディープインパクト,11.1,24.1,31.5
キタサンブラック,10.7,25.0,32.1
ドゥラメンテ,7.9,15.8,23.7
ゴールドシップ,5.7,9.4,20.8
エピファネイア,4.4,11.8,25.0
