パイロ,19.0,33.3,38.1
ロードカナロア,14.3,22.9,31.4
ヘニーヒューズ,14.0,23.3,25.6
ディスクリートキャット,13.6,27.3,31.8
サウスヴィグラス,10.0,23.3,36.7
ミッキーアイル,9.1,21.2,30.3
シニスターミニスター,8.8,20.6,26.5
