ヴィクトワールピサ,15.4,20.5,23.1
キズナ,13.2,19.4,29.2
ロードカナロア,12.3,18.6,28.9
モーリス,11.3,21.9,28.5
ディープインパクト,10.0,18.5,25.4
エピファネイア,9.6,19.8,27.7
ジャスタウェイ,8.8,12.3,21.1
ルーラーシップ,8.7,15.2,18.5
ダイワメジャー,8.5,18.1,25.5
ドゥラメンテ,6.9,22.5,30.4
