ダンカーク,16.2,24.3,27.0
シニスターミニスター,16.2,18.9,27.0
キングカメハメハ,15.9,20.5,29.5
ヘニーヒューズ,15.8,23.7,34.2
パイロ,12.2,19.5,31.7
ハーツクライ,10.8,20.3,27.0
ホッコータルマエ,10.0,30.0,40.0
キズナ,9.5,25.3,38.9
エピファネイア,9.5,16.7,23.8
ジャスタウェイ,8.2,18.4,24.5
