factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,214,212,214,2081,2721,7.9,15.7,23.5,80.0,81.0
father_w,ロードカナロア,16,18,9,111,154,10.4,22.1,27.9,87.0,88.0
father_w,モーリス,11,5,4,66,86,12.8,18.6,23.3,112.0,73.0
father_w,ダイワメジャー,10,5,5,78,98,10.2,15.3,20.4,93.0,70.0
father_w,ビッグアーサー,7,10,14,58,89,7.9,19.1,34.8,63.0,93.0
father_w,ミッキーアイル,7,6,8,37,58,12.1,22.4,36.2,77.0,93.0
father_w,エピファネイア,5,4,4,64,77,6.5,11.7,16.9,69.0,61.0
father_w,リオンディーズ,5,5,8,43,61,8.2,16.4,29.5,71.0,83.0
father_w,ジョーカプチーノ,5,4,3,23,35,14.3,25.7,34.3,142.0,109.0
father_w,キンシャサノキセキ,4,11,5,49,69,5.8,21.7,29.0,61.0,92.0
father_w,ジャスタウェイ,4,1,2,32,39,10.3,12.8,17.9,139.0,81.0
jockey_w,横山武史,25,18,20,69,132,18.9,32.6,47.7,88.0,90.0
jockey_w,武豊,24,17,17,58,116,20.7,35.3,50.0,90.0,92.0
jockey_w,鮫島克駿,17,14,11,77,119,14.3,26.1,35.3,104.0,93.0
jockey_w,藤岡佑介,13,7,5,74,99,13.1,20.2,25.3,101.0,65.0
jockey_w,佐々木大輔,12,15,8,63,98,12.2,27.6,35.7,91.0,96.0
jockey_w,丹内祐次,9,16,21,123,169,5.3,14.8,27.2,48.0,70.0
jockey_w,浜中俊,9,8,3,43,63,14.3,27.0,31.7,96.0,81.0
jockey_w,池添謙一,8,5,5,67,85,9.4,15.3,21.2,70.0,69.0
jockey_w,大野拓弥,8,4,8,31,51,15.7,23.5,39.2,135.0,114.0
jockey_w,横山和生,6,12,8,75,101,5.9,17.8,25.7,50.0,74.0
frame,1枠,22,20,29,216,287,7.7,14.6,24.7,71.0,82.0
frame,2枠,24,32,26,217,299,8.0,18.7,27.4,80.0,92.0
frame,3枠,23,24,26,243,316,7.3,14.9,23.1,74.0,80.0
frame,4枠,28,26,27,258,339,8.3,15.9,23.9,74.0,75.0
frame,5枠,34,24,18,278,354,9.6,16.4,21.5,93.0,77.0
frame,6枠,30,33,31,274,368,8.2,17.1,25.5,84.0,84.0
frame,7枠,21,28,28,300,377,5.6,13.0,20.4,62.0,72.0
frame,8枠,32,25,29,295,381,8.4,15.0,22.6,100.0,86.0
averunningstyle,逃げ,14,10,10,118,152,9.2,15.8,22.4,65.0,63.0
averunningstyle,先行,115,99,104,752,1070,10.7,20.0,29.7,86.0,85.0
averunningstyle,差し,18,17,17,75,127,14.2,27.6,40.9,89.0,89.0
averunningstyle,追込,0,1,1,6,8,0.0,12.5,25.0,0.0,54.0
distance,500m以上延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,300m-400m延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,100m-200m延長,9,8,7,149,173,5.2,9.8,13.9,89.0,75.0
distance,距離変更なし,120,126,135,1276,1657,7.2,14.8,23.0,71.0,75.0
distance,100m-200m短縮,33,34,30,239,336,9.8,19.9,28.9,93.0,100.0
distance,300m-400m短縮,14,10,3,101,128,10.9,18.8,21.1,131.0,97.0
distance,500m以上短縮,6,2,8,100,116,5.2,6.9,13.8,138.0,106.0
surface,芝→芝,162,172,167,1567,2068,7.8,16.2,24.2,76.0,80.0
surface,ダ→芝,20,8,16,296,340,5.9,8.2,12.9,122.0,84.0
stable_trainer,美浦,87,96,103,1024,1310,6.6,14.0,21.8,75.0,79.0
stable_trainer,栗東,127,115,111,1050,1403,9.1,17.2,25.2,84.0,82.0
