course_name,fav_win_rate,longshot_place_rate,extreme_longshot_place_rate,upset_score,upset_rank
函館芝1200m,31.5,14.1,6.9,21.4,S
函館競馬場 (Hakodate Racecourse),44.9,12.1,5.4,3.0,C
函館競馬場,44.9,12.1,5.4,3.0,C
函館芝1000m,75.0,6.2,0.0,-43.8,C
函館芝1800m,36.2,13.8,5.9,14.4,B
函館芝2000m,29.2,19.2,5.8,26.6,S
函館芝2600m,19.4,17.2,4.3,31.4,S
函館ダート1000m,44.9,12.1,5.4,3.0,C
函館ダート1700m,35.1,16.2,5.0,16.1,A
函館ダート2400m,16.7,25.8,8.7,51.5,S
