シニスターミニスター,18.7,31.6,40.4
キズナ,12.2,28.3,39.4
ルーラーシップ,8.5,15.9,25.4
マジェスティックウォリアー,11.1,20.8,28.7
ドレフォン,13.6,22.2,31.5
ホッコータルマエ,8.3,13.2,19.1
ドゥラメンテ,10.5,23.7,34.9
ヘニーヒューズ,9.6,21.1,30.1
ジャスタウェイ,11.0,19.3,26.2
ハーツクライ,8.7,18.8,24.2
