factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,318,317,318,3602,4555,7.0,13.9,20.9,79.0,81.0
father_w,ヘニーヒューズ,16,15,16,132,179,8.9,17.3,26.3,74.0,77.0
father_w,ロードカナロア,15,13,8,104,140,10.7,20.0,25.7,105.0,78.0
father_w,キンシャサノキセキ,9,11,13,113,146,6.2,13.7,22.6,73.0,83.0
father_w,ディスクリートキャット,8,4,8,56,76,10.5,15.8,26.3,91.0,83.0
father_w,IntoMischief,8,1,2,5,16,50.0,56.2,68.8,206.0,133.0
father_w,サウスヴィグラス,7,7,6,64,84,8.3,16.7,23.8,86.0,86.0
father_w,パイロ,7,4,4,54,69,10.1,15.9,21.7,94.0,77.0
father_w,マジェスティックウォリアー,7,3,0,36,46,15.2,21.7,21.7,157.0,85.0
father_w,コパノリッキー,6,7,2,64,79,7.6,16.5,19.0,84.0,82.0
father_w,マクフィ,6,2,4,56,68,8.8,11.8,17.6,125.0,68.0
jockey_w,菅原明良,15,8,11,79,113,13.3,20.4,30.1,93.0,86.0
jockey_w,今村聖奈,14,8,7,53,82,17.1,26.8,35.4,111.0,91.0
jockey_w,佐々木大輔,13,8,7,54,82,15.9,25.6,34.1,113.0,95.0
jockey_w,津村明秀,12,12,7,60,91,13.2,26.4,34.1,110.0,93.0
jockey_w,戸崎圭太,12,9,5,33,59,20.3,35.6,44.1,103.0,93.0
jockey_w,菊沢一樹,11,12,13,138,174,6.3,13.2,20.7,94.0,89.0
jockey_w,亀田温心,9,3,3,56,71,12.7,16.9,21.1,139.0,83.0
jockey_w,三浦皇成,9,8,6,43,66,13.6,25.8,34.8,85.0,86.0
jockey_w,藤田菜七子,8,10,4,77,99,8.1,18.2,22.2,103.0,91.0
jockey_w,原優介,7,4,11,97,119,5.9,9.2,18.5,87.0,86.0
frame,1枠,21,17,18,260,316,6.6,12.0,17.7,89.0,80.0
frame,2枠,28,32,36,456,552,5.1,10.9,17.4,63.0,70.0
frame,3枠,39,42,46,458,585,6.7,13.8,21.7,76.0,89.0
frame,4枠,49,41,40,473,603,8.1,14.9,21.6,92.0,82.0
frame,5枠,42,40,37,493,612,6.9,13.4,19.4,87.0,81.0
frame,6枠,49,58,45,475,627,7.8,17.1,24.2,78.0,87.0
frame,7枠,46,46,47,489,628,7.3,14.6,22.1,81.0,82.0
frame,8枠,44,41,49,498,632,7.0,13.4,21.2,70.0,74.0
averunningstyle,逃げ,27,23,23,171,244,11.1,20.5,29.9,75.0,88.0
averunningstyle,先行,170,157,146,1190,1663,10.2,19.7,28.4,80.0,81.0
averunningstyle,差し,18,13,16,123,170,10.6,18.2,27.6,74.0,68.0
averunningstyle,追込,2,1,0,9,12,16.7,25.0,25.0,109.0,68.0
distance,500m以上延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,300m-400m延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,100m-200m延長,31,52,44,487,614,5.0,13.5,20.7,57.0,80.0
distance,距離変更なし,193,167,175,1742,2277,8.5,15.8,23.5,83.0,82.0
distance,100m-200m短縮,62,56,56,715,889,7.0,13.3,19.6,86.0,76.0
distance,300m-400m短縮,8,13,11,168,200,4.0,10.5,16.0,79.0,97.0
distance,500m以上短縮,8,11,15,207,241,3.3,7.9,14.1,63.0,87.0
surface,ダ→ダ,267,270,275,2814,3626,7.4,14.8,22.4,78.0,81.0
surface,芝→ダ,35,29,26,498,588,6.0,10.9,15.3,92.0,80.0
stable_trainer,美浦,164,179,196,2491,3030,5.4,11.3,17.8,71.0,76.0
stable_trainer,栗東,154,138,122,1110,1524,10.1,19.2,27.2,89.0,87.0
