factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,168,168,169,1767,2272,7.4,14.8,22.2,79.0,81.0
father_w,エピファネイア,15,4,13,83,115,13.0,16.5,27.8,99.0,78.0
father_w,ディープインパクト,14,13,10,72,109,12.8,24.8,33.9,86.0,86.0
father_w,ハーツクライ,11,8,12,62,93,11.8,20.4,33.3,75.0,88.0
father_w,ロードカナロア,10,7,3,54,74,13.5,23.0,27.0,113.0,81.0
father_w,キズナ,10,9,3,50,72,13.9,26.4,30.6,92.0,71.0
father_w,モーリス,9,7,5,59,80,11.2,20.0,26.2,99.0,84.0
father_w,ドゥラメンテ,9,9,9,45,72,12.5,25.0,37.5,92.0,97.0
father_w,リアルスティール,7,6,0,18,31,22.6,41.9,41.9,165.0,112.0
father_w,ルーラーシップ,5,4,7,66,82,6.1,11.0,19.5,68.0,77.0
father_w,ハービンジャー,5,4,5,65,79,6.3,11.4,17.7,59.0,66.0
jockey_w,戸崎圭太,15,14,2,32,63,23.8,46.0,49.2,100.0,80.0
jockey_w,C.ルメール,10,9,2,7,28,35.7,67.9,75.0,77.0,101.0
jockey_w,津村明秀,9,7,7,45,68,13.2,23.5,33.8,119.0,95.0
jockey_w,菅原明良,8,4,9,37,58,13.8,20.7,36.2,112.0,98.0
jockey_w,川田将雅,8,7,2,8,25,32.0,60.0,68.0,93.0,93.0
jockey_w,三浦皇成,6,10,3,27,46,13.0,34.8,41.3,94.0,99.0
jockey_w,福永祐一,6,3,3,8,20,30.0,45.0,60.0,85.0,94.0
jockey_w,丸山元気,5,2,4,50,61,8.2,11.5,18.0,91.0,59.0
jockey_w,斎藤新,5,2,1,36,44,11.4,15.9,18.2,140.0,76.0
jockey_w,荻野極,4,5,5,38,52,7.7,17.3,26.9,64.0,80.0
frame,1枠,13,18,14,185,230,5.7,13.5,19.6,72.0,80.0
frame,2枠,18,21,12,189,240,7.5,16.2,21.2,83.0,78.0
frame,3枠,20,15,20,196,251,8.0,13.9,21.9,90.0,85.0
frame,4枠,11,27,26,212,276,4.0,13.8,23.2,41.0,80.0
frame,5枠,26,22,20,222,290,9.0,16.6,23.4,92.0,83.0
frame,6枠,25,17,18,240,300,8.3,14.0,20.0,84.0,74.0
frame,7枠,29,20,27,255,331,8.8,14.8,23.0,90.0,81.0
frame,8枠,26,28,32,268,354,7.3,15.3,24.3,78.0,86.0
averunningstyle,逃げ,10,4,3,42,59,16.9,23.7,28.8,144.0,87.0
averunningstyle,先行,53,51,56,422,582,9.1,17.9,27.5,78.0,81.0
averunningstyle,差し,23,26,13,131,193,11.9,25.4,32.1,66.0,78.0
averunningstyle,追込,4,3,1,14,22,18.2,31.8,36.4,76.0,64.0
distance,500m以上延長,2,2,2,56,62,3.2,6.5,9.7,102.0,76.0
distance,300m-400m延長,3,2,1,76,82,3.7,6.1,7.3,82.0,41.0
distance,100m-200m延長,29,25,32,257,343,8.5,15.7,25.1,78.0,87.0
distance,距離変更なし,64,62,64,636,826,7.7,15.3,23.0,76.0,78.0
distance,100m-200m短縮,34,36,35,348,453,7.5,15.5,23.2,83.0,84.0
distance,300m-400m短縮,5,6,3,50,64,7.8,17.2,21.9,100.0,95.0
distance,500m以上短縮,1,5,2,48,56,1.8,10.7,14.3,34.0,68.0
surface,芝→芝,134,132,129,1290,1685,8.0,15.8,23.4,80.0,81.0
surface,ダ→芝,4,6,10,178,198,2.0,5.1,10.1,55.0,67.0
stable_trainer,美浦,92,103,112,1186,1493,6.2,13.1,20.6,74.0,82.0
stable_trainer,栗東,76,65,57,579,777,9.8,18.1,25.5,86.0,80.0
