factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,393,391,392,4201,5377,7.3,14.6,21.9,79.0,81.0
father_w,キズナ,15,9,12,74,110,13.6,21.8,32.7,99.0,99.0
father_w,ドゥラメンテ,12,10,8,75,105,11.4,21.0,28.6,85.0,85.0
father_w,ハーツクライ,12,8,7,70,97,12.4,20.6,27.8,115.0,94.0
father_w,ホッコータルマエ,11,16,8,100,135,8.1,20.0,25.9,96.0,97.0
father_w,オルフェーヴル,11,11,9,76,107,10.3,20.6,29.0,91.0,86.0
father_w,シニスターミニスター,10,13,12,104,139,7.2,16.5,25.2,57.0,68.0
father_w,ヘニーヒューズ,10,18,6,96,130,7.7,21.5,26.2,62.0,79.0
father_w,ドレフォン,10,7,8,76,101,9.9,16.8,24.8,88.0,76.0
father_w,マジェスティックウォリアー,9,5,5,78,97,9.3,14.4,19.6,89.0,77.0
father_w,モーリス,8,8,4,44,64,12.5,25.0,31.2,98.0,92.0
jockey_w,丹内祐次,15,16,20,97,148,10.1,20.9,34.5,76.0,85.0
jockey_w,戸崎圭太,15,8,8,40,71,21.1,32.4,43.7,96.0,81.0
jockey_w,津村明秀,12,7,15,75,109,11.0,17.4,31.2,92.0,84.0
jockey_w,斎藤新,12,10,6,77,105,11.4,21.0,26.7,121.0,101.0
jockey_w,西村淳也,12,12,5,65,94,12.8,25.5,30.9,99.0,86.0
jockey_w,菅原明良,11,13,15,119,158,7.0,15.2,24.7,57.0,74.0
jockey_w,丸山元気,11,11,11,74,107,10.3,20.6,30.8,91.0,89.0
jockey_w,三浦皇成,11,7,6,54,78,14.1,23.1,30.8,95.0,82.0
jockey_w,佐々木大輔,9,5,5,71,90,10.0,15.6,21.1,72.0,58.0
jockey_w,菱田裕二,9,7,4,52,72,12.5,22.2,27.8,118.0,89.0
frame,1枠,23,22,18,328,391,5.9,11.5,16.1,68.0,66.0
frame,2枠,37,33,52,496,618,6.0,11.3,19.7,68.0,73.0
frame,3枠,44,49,47,521,661,6.7,14.1,21.2,74.0,82.0
frame,4枠,47,56,50,546,699,6.7,14.7,21.9,77.0,82.0
frame,5枠,68,65,55,533,721,9.4,18.4,26.1,92.0,90.0
frame,6枠,63,46,56,577,742,8.5,14.7,22.2,95.0,82.0
frame,7枠,52,62,49,605,768,6.8,14.8,21.2,70.0,75.0
frame,8枠,59,58,65,595,777,7.6,15.1,23.4,83.0,88.0
averunningstyle,逃げ,16,17,15,118,166,9.6,19.9,28.9,63.0,83.0
averunningstyle,先行,171,178,154,1067,1570,10.9,22.2,32.0,74.0,83.0
averunningstyle,差し,39,32,35,181,287,13.6,24.7,36.9,85.0,82.0
averunningstyle,追込,2,0,1,16,19,10.5,10.5,15.8,62.0,33.0
distance,500m以上延長,4,4,7,172,187,2.1,4.3,8.0,77.0,64.0
distance,300m-400m延長,13,22,9,208,252,5.2,13.9,17.5,85.0,95.0
distance,100m-200m延長,122,109,110,1148,1489,8.2,15.5,22.9,84.0,81.0
distance,距離変更なし,195,203,203,1862,2463,7.9,16.2,24.4,77.0,82.0
distance,100m-200m短縮,30,18,29,305,382,7.9,12.6,20.2,85.0,74.0
distance,300m-400m短縮,11,17,15,187,230,4.8,12.2,18.7,63.0,79.0
distance,500m以上短縮,3,5,4,77,89,3.4,9.0,13.5,81.0,84.0
surface,ダ→ダ,335,354,338,3387,4414,7.6,15.6,23.3,77.0,82.0
surface,芝→ダ,43,23,39,556,661,6.5,10.0,15.9,99.0,78.0
stable_trainer,美浦,204,217,218,2785,3424,6.0,12.3,18.7,76.0,77.0
stable_trainer,栗東,189,174,174,1416,1953,9.7,18.6,27.5,84.0,86.0
