factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,117,115,117,1505,1854,6.3,12.5,18.8,80.0,80.0
father_w,モーリス,10,5,2,42,59,16.9,25.4,28.8,153.0,104.0
father_w,ロードカナロア,9,7,6,58,80,11.2,20.0,27.5,112.0,97.0
father_w,エピファネイア,6,6,7,57,76,7.9,15.8,25.0,79.0,83.0
father_w,ダイワメジャー,6,2,6,40,54,11.1,14.8,25.9,102.0,69.0
father_w,キズナ,4,3,6,37,50,8.0,14.0,26.0,100.0,98.0
father_w,イスラボニータ,4,1,6,23,34,11.8,14.7,32.4,102.0,89.0
father_w,ヴィクトワールピサ,4,1,0,16,21,19.0,23.8,23.8,217.0,92.0
father_w,キタサンブラック,4,0,2,14,20,20.0,20.0,30.0,135.0,76.0
father_w,ディープインパクト,3,3,1,36,43,7.0,14.0,16.3,79.0,60.0
father_w,ジャスタウェイ,3,2,3,20,28,10.7,17.9,28.6,128.0,114.0
jockey_w,戸崎圭太,9,5,6,25,45,20.0,31.1,44.4,89.0,88.0
jockey_w,荻野極,7,1,0,36,44,15.9,18.2,18.2,187.0,65.0
jockey_w,C.ルメール,6,6,1,11,24,25.0,50.0,54.2,74.0,84.0
jockey_w,菅原明良,5,3,6,42,56,8.9,14.3,25.0,87.0,79.0
jockey_w,永島まなみ,5,1,1,18,25,20.0,24.0,28.0,188.0,97.0
jockey_w,岩田望来,5,2,0,9,16,31.2,43.8,43.8,247.0,108.0
jockey_w,津村明秀,4,8,8,26,46,8.7,26.1,43.5,84.0,123.0
jockey_w,石橋脩,4,2,2,33,41,9.8,14.6,19.5,120.0,79.0
jockey_w,石川裕紀人,3,0,3,26,32,9.4,9.4,18.8,120.0,83.0
jockey_w,M.デムーロ,3,0,3,22,28,10.7,10.7,21.4,90.0,58.0
frame,1枠,10,16,11,163,200,5.0,13.0,18.5,70.0,86.0
frame,2枠,10,11,17,168,206,4.9,10.2,18.4,64.0,79.0
frame,3枠,17,11,14,171,213,8.0,13.1,19.7,105.0,84.0
frame,4枠,14,18,7,179,218,6.4,14.7,17.9,78.0,75.0
frame,5枠,12,11,12,186,221,5.4,10.4,15.8,63.0,63.0
frame,6枠,19,11,17,176,223,8.5,13.5,21.1,119.0,96.0
frame,7枠,16,14,14,238,282,5.7,10.6,15.6,74.0,69.0
frame,8枠,19,23,25,224,291,6.5,14.4,23.0,74.0,89.0
averunningstyle,逃げ,4,4,6,63,77,5.2,10.4,18.2,53.0,66.0
averunningstyle,先行,49,42,42,417,550,8.9,16.5,24.2,85.0,80.0
averunningstyle,差し,18,15,17,86,136,13.2,24.3,36.8,79.0,83.0
averunningstyle,追込,3,0,0,8,11,27.3,27.3,27.3,244.0,61.0
distance,500m以上延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,300m-400m延長,0,1,0,32,33,0.0,3.0,3.0,0.0,35.0
distance,100m-200m延長,17,29,28,389,463,3.7,9.9,16.0,59.0,80.0
distance,距離変更なし,46,39,37,396,518,8.9,16.4,23.6,81.0,76.0
distance,100m-200m短縮,24,18,25,221,288,8.3,14.6,23.3,91.0,85.0
distance,300m-400m短縮,7,7,7,122,143,4.9,9.8,14.7,96.0,97.0
distance,500m以上短縮,2,1,0,38,41,4.9,7.3,7.3,181.0,104.0
surface,芝→芝,92,86,92,1041,1311,7.0,13.6,20.6,81.0,80.0
surface,ダ→芝,4,9,5,155,173,2.3,7.5,10.4,60.0,84.0
stable_trainer,美浦,62,63,74,1016,1215,5.1,10.3,16.4,73.0,79.0
stable_trainer,栗東,55,52,43,485,635,8.7,16.9,23.6,89.0,81.0
