factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,50,50,50,536,686,7.3,14.6,21.9,82.0,82.0
father_w,ドゥラメンテ,5,2,2,21,30,16.7,23.3,30.0,115.0,97.0
father_w,ハービンジャー,4,1,1,33,39,10.3,12.8,15.4,114.0,56.0
father_w,ディープインパクト,3,5,5,34,47,6.4,17.0,27.7,67.0,80.0
father_w,キズナ,3,0,6,17,26,11.5,11.5,34.6,139.0,120.0
father_w,オルフェーヴル,3,0,2,20,25,12.0,12.0,20.0,118.0,73.0
father_w,ゴールドシップ,2,6,5,52,65,3.1,12.3,20.0,43.0,82.0
father_w,ルーラーシップ,2,3,3,21,29,6.9,17.2,27.6,70.0,109.0
father_w,エピファネイア,2,4,2,20,28,7.1,21.4,28.6,58.0,89.0
father_w,ロードカナロア,2,2,1,7,12,16.7,33.3,41.7,195.0,176.0
father_w,Frankel,2,0,0,1,3,66.7,66.7,66.7,249.0,129.0
jockey_w,C.ルメール,5,1,2,0,8,62.5,75.0,100.0,135.0,122.0
jockey_w,福永祐一,5,0,1,0,6,83.3,83.3,100.0,167.0,119.0
jockey_w,戸崎圭太,3,2,2,11,18,16.7,27.8,38.9,74.0,79.0
jockey_w,菅原明良,3,0,2,11,16,18.8,18.8,31.2,166.0,91.0
jockey_w,佐々木大輔,3,0,0,7,10,30.0,30.0,30.0,283.0,113.0
jockey_w,丹内祐次,2,2,0,8,12,16.7,33.3,33.3,87.0,73.0
jockey_w,坂井瑠星,2,0,1,7,10,20.0,20.0,30.0,94.0,77.0
jockey_w,M.デムーロ,2,1,1,4,8,25.0,37.5,50.0,181.0,132.0
jockey_w,吉田豊,2,2,0,4,8,25.0,50.0,50.0,202.0,141.0
jockey_w,鮫島克駿,2,0,0,3,5,40.0,40.0,40.0,209.0,82.0
frame,1枠,2,7,7,50,66,3.0,13.6,24.2,82.0,102.0
frame,2枠,7,5,6,52,70,10.0,17.1,25.7,99.0,97.0
frame,3枠,5,7,7,57,76,6.6,15.8,25.0,62.0,82.0
frame,4枠,8,4,3,68,83,9.6,14.5,18.1,95.0,74.0
frame,5枠,7,5,2,75,89,7.9,13.5,15.7,77.0,61.0
frame,6枠,6,6,7,73,92,6.5,13.0,20.7,68.0,73.0
frame,7枠,7,5,13,78,103,6.8,11.7,24.3,94.0,102.0
frame,8枠,8,11,5,83,107,7.5,17.8,22.4,84.0,85.0
averunningstyle,逃げ,2,1,1,12,16,12.5,18.8,25.0,119.0,88.0
averunningstyle,先行,22,23,27,158,230,9.6,19.6,31.3,77.0,87.0
averunningstyle,差し,9,9,6,32,56,16.1,32.1,42.9,89.0,95.0
averunningstyle,追込,3,0,1,5,9,33.3,33.3,44.4,174.0,97.0
distance,500m以上延長,0,1,2,39,42,0.0,2.4,7.1,0.0,102.0
distance,300m-400m延長,1,5,7,95,108,0.9,5.6,12.0,19.0,52.0
distance,100m-200m延長,20,19,18,189,246,8.1,15.9,23.2,93.0,85.0
distance,距離変更なし,10,8,9,60,87,11.5,20.7,31.0,91.0,89.0
distance,100m-200m短縮,13,9,9,81,112,11.6,19.6,27.7,89.0,84.0
distance,300m-400m短縮,5,7,5,63,80,6.2,15.0,21.2,72.0,82.0
distance,500m以上短縮,1,0,0,4,5,20.0,20.0,20.0,248.0,106.0
surface,芝→芝,48,49,47,470,614,7.8,15.8,23.5,82.0,83.0
surface,ダ→芝,2,0,3,57,62,3.2,3.2,8.1,130.0,78.0
stable_trainer,美浦,30,34,28,373,465,6.5,13.8,19.8,87.0,85.0
stable_trainer,栗東,20,16,22,163,221,9.0,16.3,26.2,75.0,79.0
