ゴールドアリュール,18.7,24.9,39.0
シニスターミニスター,17.3,22.0,36.0
マクフィ,15.5,21.0,31.0
キズナ,13.8,25.7,41.6
ヘニーヒューズ,12.0,20.6,38.8
