factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,334,332,334,3330,4330,7.7,15.4,23.1,79.0,81.0
father_w,シニスターミニスター,27,26,9,102,164,16.5,32.3,37.8,121.0,97.0
father_w,キズナ,25,18,16,109,168,14.9,25.6,35.1,100.0,90.0
father_w,ドレフォン,15,15,11,110,151,9.9,19.9,27.2,100.0,100.0
father_w,ドゥラメンテ,12,9,9,74,104,11.5,20.2,28.8,65.0,82.0
father_w,ルヴァンスレーヴ,12,11,7,48,78,15.4,29.5,38.5,120.0,102.0
father_w,ナダル,11,8,6,26,51,21.6,37.3,49.0,101.0,99.0
father_w,パイロ,10,10,4,59,83,12.0,24.1,28.9,98.0,83.0
father_w,サンダースノー,10,5,3,55,73,13.7,20.5,24.7,148.0,80.0
father_w,マジェスティックウォリアー,9,11,7,107,134,6.7,14.9,20.1,69.0,69.0
father_w,ヘニーヒューズ,9,7,13,48,77,11.7,20.8,37.7,110.0,120.0
jockey_w,坂井瑠星,32,15,13,86,146,21.9,32.2,41.1,97.0,85.0
jockey_w,松山弘平,29,19,18,91,157,18.5,30.6,42.0,90.0,83.0
jockey_w,岩田望来,25,7,23,115,170,14.7,18.8,32.4,98.0,80.0
jockey_w,C.デムーロ,17,6,4,17,44,38.6,52.3,61.4,133.0,96.0
jockey_w,西村淳也,15,14,10,103,142,10.6,20.4,27.5,76.0,75.0
jockey_w,武豊,15,12,9,46,82,18.3,32.9,43.9,68.0,81.0
jockey_w,幸英明,14,19,20,136,189,7.4,17.5,28.0,82.0,86.0
jockey_w,川田将雅,14,13,9,43,79,17.7,34.2,45.6,54.0,73.0
jockey_w,田口貫太,12,21,24,190,247,4.9,13.4,23.1,73.0,88.0
jockey_w,団野大成,11,18,15,122,166,6.6,17.5,26.5,68.0,82.0
frame,1枠,27,37,33,331,428,6.3,15.0,22.7,67.0,76.0
frame,2枠,33,33,41,351,458,7.2,14.4,23.4,72.0,86.0
frame,3枠,30,42,32,387,491,6.1,14.7,21.2,67.0,82.0
frame,4枠,35,38,39,409,521,6.7,14.0,21.5,78.0,80.0
frame,5枠,50,48,40,427,565,8.8,17.3,24.4,83.0,78.0
frame,6枠,59,37,50,455,601,9.8,16.0,24.3,104.0,85.0
frame,7枠,43,56,50,480,629,6.8,15.7,23.7,76.0,83.0
frame,8枠,57,41,49,490,637,8.9,15.4,23.1,80.0,79.0
averunningstyle,逃げ,32,18,12,138,200,16.0,25.0,31.0,122.0,89.0
averunningstyle,先行,159,143,127,977,1406,11.3,21.5,30.5,78.0,80.0
averunningstyle,差し,23,24,27,168,242,9.5,19.4,30.6,67.0,74.0
averunningstyle,追込,1,3,2,14,20,5.0,20.0,30.0,33.0,79.0
distance,500m以上延長,2,0,3,82,87,2.3,2.3,5.7,77.0,56.0
distance,300m-400m延長,11,17,15,217,260,4.2,10.8,16.5,87.0,90.0
distance,100m-200m延長,41,31,31,397,500,8.2,14.4,20.6,103.0,82.0
distance,距離変更なし,213,207,198,1728,2346,9.1,17.9,26.3,79.0,82.0
distance,100m-200m短縮,28,31,41,374,474,5.9,12.4,21.1,64.0,74.0
distance,300m-400m短縮,1,6,7,51,65,1.5,10.8,21.5,24.0,112.0
distance,500m以上短縮,1,4,4,53,62,1.6,8.1,14.5,34.0,83.0
surface,ダ→ダ,265,264,269,2456,3254,8.1,16.3,24.5,79.0,82.0
surface,芝→ダ,32,32,30,437,531,6.0,12.1,17.7,78.0,79.0
stable_trainer,美浦,9,16,24,256,305,3.0,8.2,16.1,46.0,74.0
stable_trainer,栗東,325,316,310,3074,4025,8.1,15.9,23.6,81.0,82.0
