factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,83,83,83,833,1082,7.7,15.3,23.0,78.0,84.0
father_w,ドレフォン,6,5,5,26,42,14.3,26.2,38.1,104.0,115.0
father_w,ジャスタウェイ,6,0,1,22,29,20.7,20.7,24.1,125.0,76.0
father_w,ホッコータルマエ,5,8,5,36,54,9.3,24.1,33.3,86.0,96.0
father_w,シニスターミニスター,4,1,3,19,27,14.8,18.5,29.6,154.0,104.0
father_w,ハーツクライ,3,1,2,29,35,8.6,11.4,17.1,76.0,58.0
father_w,モーリス,3,0,2,14,19,15.8,15.8,26.3,118.0,68.0
father_w,レイデオロ,3,0,0,11,14,21.4,21.4,21.4,141.0,77.0
father_w,リアルスティール,2,5,2,24,33,6.1,21.2,27.3,62.0,108.0
father_w,ゴールドシップ,2,0,0,15,17,11.8,11.8,11.8,154.0,38.0
father_w,ロードカナロア,2,1,1,13,17,11.8,17.6,23.5,78.0,48.0
jockey_w,坂井瑠星,10,3,3,19,35,28.6,37.1,45.7,114.0,95.0
jockey_w,松山弘平,7,7,3,19,36,19.4,38.9,47.2,96.0,99.0
jockey_w,団野大成,6,3,3,27,39,15.4,23.1,30.8,149.0,90.0
jockey_w,川田将雅,5,1,5,13,24,20.8,25.0,45.8,64.0,67.0
jockey_w,田口貫太,4,8,4,45,61,6.6,19.7,26.2,85.0,102.0
jockey_w,幸英明,4,4,2,40,50,8.0,16.0,20.0,102.0,83.0
jockey_w,岩田望来,4,6,3,29,42,9.5,23.8,31.0,53.0,80.0
jockey_w,和田竜二,3,3,5,32,43,7.0,14.0,25.6,86.0,104.0
jockey_w,西村淳也,3,4,4,28,39,7.7,17.9,28.2,76.0,109.0
jockey_w,松若風馬,3,3,2,30,38,7.9,15.8,21.1,117.0,93.0
frame,1枠,8,11,7,85,111,7.2,17.1,23.4,115.0,113.0
frame,2枠,6,11,5,94,116,5.2,14.7,19.0,64.0,81.0
frame,3枠,12,10,12,87,121,9.9,18.2,28.1,94.0,95.0
frame,4枠,8,13,10,98,129,6.2,16.3,24.0,61.0,86.0
frame,5枠,8,11,15,104,138,5.8,13.8,24.6,53.0,80.0
frame,6枠,14,9,13,109,145,9.7,15.9,24.8,95.0,87.0
frame,7枠,16,8,8,127,159,10.1,15.1,20.1,93.0,73.0
frame,8枠,11,10,13,129,163,6.7,12.9,20.9,67.0,79.0
averunningstyle,逃げ,6,4,2,28,40,15.0,25.0,30.0,94.0,81.0
averunningstyle,先行,42,34,36,261,373,11.3,20.4,30.0,77.0,82.0
averunningstyle,差し,12,13,6,57,88,13.6,28.4,35.2,95.0,89.0
averunningstyle,追込,1,0,0,1,2,50.0,50.0,50.0,189.0,52.0
distance,500m以上延長,0,1,0,31,32,0.0,3.1,3.1,0.0,34.0
distance,300m-400m延長,4,0,2,28,34,11.8,11.8,17.6,179.0,92.0
distance,100m-200m延長,46,50,47,475,618,7.4,15.5,23.1,75.0,84.0
distance,距離変更なし,13,19,24,113,169,7.7,18.9,33.1,60.0,93.0
distance,100m-200m短縮,11,8,9,136,164,6.7,11.6,17.1,74.0,68.0
distance,300m-400m短縮,2,1,0,7,10,20.0,30.0,30.0,153.0,109.0
distance,500m以上短縮,7,4,1,33,45,15.6,24.4,26.7,202.0,119.0
surface,ダ→ダ,75,73,82,723,953,7.9,15.5,24.1,77.0,85.0
surface,芝→ダ,8,10,1,91,110,7.3,16.4,17.3,96.0,84.0
stable_trainer,美浦,6,9,7,88,110,5.5,13.6,20.0,85.0,99.0
stable_trainer,栗東,77,74,76,745,972,7.9,15.5,23.4,78.0,83.0
