course_name,fav_win_rate,longshot_place_rate,extreme_longshot_place_rate,upset_score,upset_rank
東京,30.2,14.5,4.5,18.3,A
東京芝1600m,36.3,12.6,3.1,7.5,C
東京芝1400m,34.2,16.1,4.5,15.9,A
東京芝1800m,40.9,10.9,2.6,0.2,C
東京芝2000m,37.4,11.8,3.1,5.6,C
東京芝2300m,50.0,12.9,7.1,2.1,C
東京芝2400m,41.6,11.8,2.7,0.6,C
東京芝2500m,41.7,22.5,3.8,13.4,B
東京芝3400m,20.0,5.0,14.8,39.6,S
東京ダート1300m,30.2,14.5,4.5,18.3,A
東京ダート1400m,36.1,15.6,3.6,11.7,B
東京ダート1600m,33.5,14.2,4.3,14.3,B
東京ダート2100m,29.3,16.2,3.1,18.1,A
