ドレフォン,19.2,21.4,31.9
ヘニーヒューズ,14.8,26.2,35.6
マジェスティックウォリアー,13.7,20.4,30.6
ゴールドアリュール,12.8,24.2,38.5
ルヴァンスレーヴ,11.3,28.8,37.4
