エピファネイア,18.3,21.2,36.7
キングカメハメハ,16.5,30.0,33.8
ドゥラメンテ,15.6,28.2,35.7
ロードカナロア,13.2,23.4,33.8
ルーラーシップ,13.0,21.5,42.2
