factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,568,566,568,6716,8418,6.7,13.5,20.2,79.0,82.0
father_w,ヘニーヒューズ,38,42,51,233,364,10.4,22.0,36.0,76.0,96.0
father_w,ドレフォン,30,29,23,193,275,10.9,21.5,29.8,85.0,92.0
father_w,ロードカナロア,26,17,21,166,230,11.3,18.7,27.8,90.0,83.0
father_w,ドゥラメンテ,21,12,17,137,187,11.2,17.6,26.7,82.0,76.0
father_w,ジャスタウェイ,18,11,12,103,144,12.5,20.1,28.5,128.0,98.0
father_w,ホッコータルマエ,17,11,20,131,179,9.5,15.6,26.8,114.0,102.0
father_w,ディスクリートキャット,12,10,12,97,131,9.2,16.8,26.0,90.0,84.0
father_w,キズナ,10,12,14,125,161,6.2,13.7,22.4,56.0,77.0
father_w,パイロ,10,10,13,115,148,6.8,13.5,22.3,106.0,92.0
father_w,マインドユアビスケッツ,10,16,9,96,131,7.6,19.8,26.7,83.0,94.0
jockey_w,C.ルメール,67,43,35,111,256,26.2,43.0,56.6,79.0,90.0
jockey_w,戸崎圭太,42,32,29,209,312,13.5,23.7,33.0,70.0,72.0
jockey_w,横山武史,35,24,19,162,240,14.6,24.6,32.5,85.0,77.0
jockey_w,田辺裕信,25,24,22,185,256,9.8,19.1,27.7,80.0,82.0
jockey_w,菅原明良,22,33,24,222,301,7.3,18.3,26.2,72.0,87.0
jockey_w,三浦皇成,22,38,27,185,272,8.1,22.1,32.0,71.0,97.0
jockey_w,横山和生,21,18,13,127,179,11.7,21.8,29.1,91.0,82.0
jockey_w,津村明秀,16,19,17,176,228,7.0,15.4,22.8,80.0,92.0
jockey_w,石橋脩,15,19,16,128,178,8.4,19.1,28.1,97.0,100.0
jockey_w,D.レーン,15,10,9,37,71,21.1,35.2,47.9,74.0,85.0
frame,1枠,46,58,50,763,917,5.0,11.3,16.8,69.0,76.0
frame,2枠,61,64,56,793,974,6.3,12.8,18.6,79.0,76.0
frame,3枠,62,54,60,844,1020,6.1,11.4,17.3,81.0,77.0
frame,4枠,56,64,73,870,1063,5.3,11.3,18.2,69.0,75.0
frame,5枠,78,79,71,859,1087,7.2,14.4,21.0,77.0,84.0
frame,6枠,85,76,93,856,1110,7.7,14.5,22.9,80.0,85.0
frame,7枠,86,75,76,887,1124,7.7,14.3,21.1,88.0,84.0
frame,8枠,94,96,89,844,1123,8.4,16.9,24.8,86.0,93.0
averunningstyle,逃げ,27,26,19,218,290,9.3,18.3,24.8,78.0,82.0
averunningstyle,先行,247,211,196,1767,2421,10.2,18.9,27.0,83.0,84.0
averunningstyle,差し,82,76,67,474,699,11.7,22.6,32.2,74.0,82.0
averunningstyle,追込,15,13,15,84,127,11.8,22.0,33.9,70.0,74.0
distance,500m以上延長,0,1,1,39,41,0.0,2.4,4.9,0.0,117.0
distance,300m-400m延長,11,12,7,465,495,2.2,4.6,6.1,83.0,55.0
distance,100m-200m延長,53,68,63,861,1045,5.1,11.6,17.6,82.0,84.0
distance,距離変更なし,217,225,217,1907,2566,8.5,17.2,25.7,74.0,83.0
distance,100m-200m短縮,212,191,205,2313,2921,7.3,13.8,20.8,83.0,83.0
distance,300m-400m短縮,19,11,12,229,271,7.0,11.1,15.5,109.0,80.0
distance,500m以上短縮,6,4,9,155,174,3.4,5.7,10.9,79.0,82.0
surface,ダ→ダ,450,453,449,4994,6346,7.1,14.2,21.3,79.0,82.0
surface,芝→ダ,68,59,65,961,1153,5.9,11.0,16.7,85.0,84.0
stable_trainer,美浦,484,475,479,5764,7202,6.7,13.3,20.0,79.0,82.0
stable_trainer,栗東,84,91,89,942,1206,7.0,14.5,21.9,79.0,80.0
