factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,116,116,116,1449,1797,6.5,12.9,19.4,79.0,82.0
father_w,ヘニーヒューズ,7,3,5,40,55,12.7,18.2,27.3,99.0,90.0
father_w,ダノンレジェンド,7,2,1,25,35,20.0,25.7,28.6,162.0,96.0
father_w,アジアエクスプレス,5,3,1,26,35,14.3,22.9,25.7,99.0,71.0
father_w,ドレフォン,4,5,4,30,43,9.3,20.9,30.2,70.0,88.0
father_w,パイロ,4,6,2,22,34,11.8,29.4,35.3,114.0,123.0
father_w,ロードカナロア,4,2,3,19,28,14.3,21.4,32.1,119.0,99.0
father_w,トゥザワールド,4,0,1,10,15,26.7,26.7,33.3,268.0,134.0
father_w,コパノリッキー,3,2,0,22,27,11.1,18.5,18.5,187.0,64.0
father_w,イスラボニータ,3,3,1,19,26,11.5,23.1,26.9,104.0,115.0
father_w,カレンブラックヒル,3,1,1,20,25,12.0,16.0,20.0,123.0,85.0
jockey_w,戸崎圭太,11,8,9,44,72,15.3,26.4,38.9,72.0,80.0
jockey_w,内田博幸,8,3,3,55,69,11.6,15.9,20.3,212.0,101.0
jockey_w,菅原明良,8,8,2,44,62,12.9,25.8,29.0,107.0,84.0
jockey_w,三浦皇成,6,6,6,29,47,12.8,25.5,38.3,74.0,101.0
jockey_w,C.ルメール,6,5,5,13,29,20.7,37.9,55.2,72.0,89.0
jockey_w,横山武史,5,8,6,46,65,7.7,20.0,29.2,45.0,66.0
jockey_w,木幡巧也,4,2,1,58,65,6.2,9.2,10.8,167.0,91.0
jockey_w,永野猛蔵,4,2,4,50,60,6.7,10.0,16.7,106.0,78.0
jockey_w,石川裕紀人,4,8,1,46,59,6.8,20.3,22.0,72.0,76.0
jockey_w,原優介,4,3,5,45,57,7.0,12.3,21.1,116.0,93.0
frame,1枠,15,13,18,167,213,7.0,13.1,21.6,94.0,89.0
frame,2枠,16,22,17,162,217,7.4,17.5,25.3,79.0,89.0
frame,3枠,15,9,11,187,222,6.8,10.8,15.8,85.0,70.0
frame,4枠,12,10,10,193,225,5.3,9.8,14.2,70.0,60.0
frame,5枠,13,19,13,184,229,5.7,14.0,19.7,75.0,89.0
frame,6枠,17,13,18,182,230,7.4,13.0,20.9,83.0,93.0
frame,7枠,11,16,16,188,231,4.8,11.7,18.6,62.0,85.0
frame,8枠,17,14,13,186,230,7.4,13.5,19.1,87.0,80.0
averunningstyle,逃げ,7,8,4,58,77,9.1,19.5,24.7,66.0,73.0
averunningstyle,先行,51,51,50,371,523,9.8,19.5,29.1,80.0,88.0
averunningstyle,差し,17,10,7,67,101,16.8,26.7,33.7,96.0,77.0
averunningstyle,追込,0,0,1,4,5,0.0,0.0,20.0,0.0,41.0
distance,500m以上延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,300m-400m延長,0,1,0,21,22,0.0,4.5,4.5,0.0,40.0
distance,100m-200m延長,57,57,53,692,859,6.6,13.3,19.4,86.0,83.0
distance,距離変更なし,12,15,17,129,173,6.9,15.6,25.4,56.0,79.0
distance,100m-200m短縮,26,27,33,277,363,7.2,14.6,23.7,69.0,84.0
distance,300m-400m短縮,8,3,3,115,129,6.2,8.5,10.9,119.0,82.0
distance,500m以上短縮,4,4,1,78,87,4.6,9.2,10.3,180.0,90.0
surface,ダ→ダ,102,100,103,1131,1436,7.1,14.1,21.2,82.0,85.0
surface,芝→ダ,5,7,4,180,196,2.6,6.1,8.2,50.0,56.0
stable_trainer,美浦,97,101,100,1340,1638,5.9,12.1,18.2,76.0,79.0
stable_trainer,栗東,19,15,16,109,159,11.9,21.4,31.4,102.0,104.0
