factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,214,215,214,1842,2485,8.6,17.3,25.9,78.0,83.0
father_w,エピファネイア,19,13,17,69,118,16.1,27.1,41.5,94.0,95.0
father_w,キズナ,17,14,6,62,99,17.2,31.3,37.4,93.0,83.0
father_w,ディープインパクト,13,19,16,102,150,8.7,21.3,32.0,53.0,75.0
father_w,モーリス,12,4,8,50,74,16.2,21.6,32.4,119.0,86.0
father_w,ハーツクライ,11,14,14,96,135,8.1,18.5,28.9,68.0,89.0
father_w,ドゥラメンテ,11,8,4,75,98,11.2,19.4,23.5,74.0,64.0
father_w,キタサンブラック,11,9,5,37,62,17.7,32.3,40.3,90.0,91.0
father_w,ゴールドシップ,7,10,19,113,149,4.7,11.4,24.2,62.0,82.0
father_w,キングカメハメハ,7,8,1,31,47,14.9,31.9,34.0,100.0,92.0
father_w,リアルスティール,7,2,6,19,34,20.6,26.5,44.1,103.0,96.0
jockey_w,C.ルメール,49,27,16,36,128,38.3,59.4,71.9,91.0,92.0
jockey_w,戸崎圭太,18,17,20,70,125,14.4,28.0,44.0,70.0,82.0
jockey_w,横山武史,18,11,9,74,112,16.1,25.9,33.9,99.0,74.0
jockey_w,北村宏司,9,3,9,40,61,14.8,19.7,34.4,157.0,120.0
jockey_w,川田将雅,9,9,5,18,41,22.0,43.9,56.1,70.0,85.0
jockey_w,菅原明良,8,8,5,61,82,9.8,19.5,25.6,110.0,83.0
jockey_w,田辺裕信,6,8,8,60,82,7.3,17.1,26.8,76.0,82.0
jockey_w,T.マーカンド,6,1,1,14,22,27.3,31.8,36.4,172.0,91.0
jockey_w,三浦皇成,5,8,7,66,86,5.8,15.1,23.3,59.0,66.0
jockey_w,福永祐一,5,4,3,12,24,20.8,37.5,50.0,85.0,83.0
frame,1枠,27,18,22,173,240,11.2,18.8,27.9,88.0,81.0
frame,2枠,20,18,22,197,257,7.8,14.8,23.3,71.0,86.0
frame,3枠,26,18,27,206,277,9.4,15.9,25.6,98.0,82.0
frame,4枠,25,31,18,221,295,8.5,19.0,25.1,78.0,76.0
frame,5枠,28,39,32,216,315,8.9,21.3,31.4,71.0,96.0
frame,6枠,26,29,30,251,336,7.7,16.4,25.3,73.0,79.0
frame,7枠,29,28,32,281,370,7.8,15.4,24.1,81.0,78.0
frame,8枠,33,34,31,297,395,8.4,17.0,24.8,74.0,84.0
averunningstyle,逃げ,10,5,4,57,76,13.2,19.7,25.0,107.0,70.0
averunningstyle,先行,94,82,72,526,774,12.1,22.7,32.0,87.0,88.0
averunningstyle,差し,50,51,47,192,340,14.7,29.7,43.5,75.0,88.0
averunningstyle,追込,5,6,4,18,33,15.2,33.3,45.5,55.0,70.0
distance,500m以上延長,1,0,0,43,44,2.3,2.3,2.3,114.0,58.0
distance,300m-400m延長,12,11,13,156,192,6.2,12.0,18.8,95.0,79.0
distance,100m-200m延長,60,52,56,527,695,8.6,16.1,24.2,79.0,81.0
distance,距離変更なし,82,104,88,647,921,8.9,20.2,29.8,73.0,85.0
distance,100m-200m短縮,15,13,17,112,157,9.6,17.8,28.7,78.0,91.0
distance,300m-400m短縮,15,8,7,92,122,12.3,18.9,24.6,103.0,83.0
distance,500m以上短縮,4,2,8,28,42,9.5,14.3,33.3,102.0,107.0
surface,芝→芝,187,187,182,1465,2021,9.3,18.5,27.5,79.0,84.0
surface,ダ→芝,2,3,6,138,149,1.3,3.4,7.4,52.0,58.0
stable_trainer,美浦,182,162,165,1472,1981,9.2,17.4,25.7,85.0,84.0
stable_trainer,栗東,32,53,49,367,501,6.4,17.0,26.7,54.0,78.0
