course_name,fav_win_rate,longshot_place_rate,extreme_longshot_place_rate,upset_score,upset_rank
小倉芝1200m,26.9,16.9,5.4,25.8,S
小倉芝1800m,34.7,14.9,4.9,15.0,A
小倉芝2000m,34.7,16.1,4.7,15.8,A
小倉芝2600m,28.6,14.2,4.8,20.2,S
小倉ダート1000m,27.0,15.6,5.3,24.2,S
小倉ダート1700m,32.4,16.5,5.4,19.9,A
小倉ダート2400m,50.0,23.1,14.3,26.7,S
