1,芝,1200,父がロードカナロア,,,confirmed
2,芝,1500,父がエピファネイア,,,confirmed
3,芝,1800,父がドゥラメンテ,,,confirmed
4,芝,2000,父がオルフェーヴル,,,confirmed
5,芝,2600,父がドゥラメンテ,,,confirmed
6,ダ,1000m,父がヘニーヒューズ,,,flagged
7,ダート,1000m,父がヘニーヒューズ,,,flagged
8,ダ,1700,父がヘニーヒューズ,,,flagged
9,芝,1600,父が嶋田賢氏,,,flagged
10,芝,1800,馬主がビッグレッドファーム,,,confirmed
