ホッコータルマエ,10.2,17.6,24.1
ドレフォン,9.6,18.1,27.0
シニスターミニスター,9.4,21.9,28.6
ヘニーヒューズ,8.2,18.3,26.9
ルヴァンスレーヴ,17.1,28.6,41.9
ドゥラメンテ,10.6,18.8,23.1
ロードカナロア,10.5,15.7,19.0
ジャスタウェイ,8.1,14.0,21.0
キズナ,8.8,13.2,20.8
ルーラーシップ,5.2,13.9,18.7
