course_name,fav_win_rate,longshot_place_rate,extreme_longshot_place_rate,upset_score,upset_rank
阪神芝1200m,26.0,15.7,5.1,24.9,S
阪神芝1400m,31.5,15.5,5.0,19.0,A
阪神芝1600m,35.4,15.1,3.7,12.1,B
阪神芝1800m,35.8,13.9,4.1,11.3,B
阪神芝2000m,32.3,13.0,3.7,13.1,B
阪神芝2200m,35.4,17.4,5.7,18.4,A
阪神芝2400m,37.2,12.8,4.4,9.4,C
阪神芝2600m,61.5,21.8,0.0,-14.7,C
阪神芝3000m,16.7,20.8,1.9,32.9,S
阪神ダート1200m,33.0,14.2,4.3,14.8,B
阪神ダート1400m,36.9,13.7,4.0,9.8,C
阪神ダート1800m,35.1,14.7,3.9,12.4,B
阪神ダート2000m,39.6,17.7,4.8,12.7,B
