course_name,fav_win_rate,longshot_place_rate,extreme_longshot_place_rate,upset_score,upset_rank
福島ダート1150m,30.2,16.0,4.6,20.0,S
福島芝1200m,31.6,14.8,5.2,18.6,A
福島芝1800m,29.8,15.1,5.0,20.2,S
福島芝2000m,22.9,17.9,4.6,29.2,S
福島芝2600m,36.4,13.9,5.1,12.7,B
福島ダート1700m,28.1,18.1,4.8,24.6,S
福島ダート2400m,22.2,19.4,0.0,22.2,S
