ルーラーシップ,15.2,24.2,36.4
ハーツクライ,12.1,18.2,24.2
ゴールドシップ,10.6,16.7,25.8
エピファネイア,10.3,10.3,24.1
オルフェーヴル,10.0,26.0,40.0
ドゥラメンテ,9.4,12.5,21.9
ディープインパクト,5.7,13.2,17.0
キズナ,5.7,20.0,25.7
ハービンジャー,4.4,11.1,20.0
