factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,188,186,187,1657,2218,8.5,16.9,25.3,80.0,82.0
father_w,ディープインパクト,28,24,16,88,156,17.9,33.3,43.6,90.0,93.0
father_w,キズナ,14,12,8,96,130,10.8,20.0,26.2,94.0,76.0
father_w,ロードカナロア,14,8,8,82,112,12.5,19.6,26.8,90.0,73.0
father_w,エピファネイア,12,15,11,80,118,10.2,22.9,32.2,71.0,83.0
father_w,ハーツクライ,12,11,8,83,114,10.5,20.2,27.2,81.0,84.0
father_w,モーリス,9,7,13,56,85,10.6,18.8,34.1,95.0,102.0
father_w,ドゥラメンテ,8,13,13,64,98,8.2,21.4,34.7,50.0,77.0
father_w,ルーラーシップ,7,12,6,61,86,8.1,22.1,29.1,93.0,94.0
father_w,ジャスタウェイ,6,3,4,38,51,11.8,17.6,25.5,110.0,96.0
father_w,リアルスティール,6,1,2,26,35,17.1,20.0,25.7,127.0,79.0
jockey_w,川田将雅,20,18,12,29,79,25.3,48.1,63.3,71.0,90.0
jockey_w,岩田望来,16,16,15,69,116,13.8,27.6,40.5,81.0,99.0
jockey_w,松山弘平,16,14,4,63,97,16.5,30.9,35.1,100.0,78.0
jockey_w,福永祐一,11,4,4,26,45,24.4,33.3,42.2,96.0,76.0
jockey_w,C.ルメール,10,8,7,15,40,25.0,45.0,62.5,90.0,94.0
jockey_w,坂井瑠星,9,13,10,45,77,11.7,28.6,41.6,62.0,90.0
jockey_w,武豊,9,8,6,51,74,12.2,23.0,31.1,73.0,70.0
jockey_w,池添謙一,9,9,3,35,56,16.1,32.1,37.5,129.0,103.0
jockey_w,横山典弘,7,3,4,30,44,15.9,22.7,31.8,127.0,91.0
jockey_w,団野大成,6,6,4,66,82,7.3,14.6,19.5,84.0,73.0
frame,1枠,16,25,25,161,227,7.0,18.1,29.1,62.0,85.0
frame,2枠,19,20,18,184,241,7.9,16.2,23.7,79.0,77.0
frame,3枠,24,31,21,177,253,9.5,21.7,30.0,84.0,89.0
frame,4枠,27,21,22,190,260,10.4,18.5,26.9,83.0,81.0
frame,5枠,18,23,21,217,279,6.5,14.7,22.2,61.0,76.0
frame,6枠,30,21,28,211,290,10.3,17.6,27.2,100.0,91.0
frame,7枠,25,22,29,256,332,7.5,14.2,22.9,78.0,76.0
frame,8枠,29,23,23,261,336,8.6,15.5,22.3,87.0,83.0
averunningstyle,逃げ,7,7,3,60,77,9.1,18.2,22.1,95.0,66.0
averunningstyle,先行,79,79,73,523,754,10.5,21.0,30.6,75.0,80.0
averunningstyle,差し,35,25,27,116,203,17.2,29.6,42.9,92.0,92.0
averunningstyle,追込,6,8,5,20,39,15.4,35.9,48.7,60.0,91.0
distance,500m以上延長,0,3,1,38,42,0.0,7.1,9.5,0.0,78.0
distance,300m-400m延長,3,3,3,111,120,2.5,5.0,7.5,73.0,77.0
distance,100m-200m延長,31,33,36,333,433,7.2,14.8,23.1,72.0,78.0
distance,距離変更なし,75,60,59,449,643,11.7,21.0,30.2,93.0,89.0
distance,100m-200m短縮,41,52,50,373,516,7.9,18.0,27.7,67.0,79.0
distance,300m-400m短縮,4,3,7,41,55,7.3,12.7,25.5,71.0,77.0
distance,500m以上短縮,4,1,1,30,36,11.1,13.9,16.7,105.0,77.0
surface,芝→芝,154,152,150,1226,1682,9.2,18.2,27.1,79.0,82.0
surface,ダ→芝,4,3,7,149,163,2.5,4.3,8.6,109.0,88.0
stable_trainer,美浦,6,12,6,103,127,4.7,14.2,18.9,66.0,84.0
stable_trainer,栗東,182,174,181,1552,2089,8.7,17.0,25.7,80.0,82.0
