factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,162,162,162,1772,2258,7.2,14.3,21.5,79.0,80.0
father_w,ロードカナロア,16,11,6,125,158,10.1,17.1,20.9,89.0,70.0
father_w,モーリス,11,5,8,68,92,12.0,17.4,26.1,77.0,67.0
father_w,ディープインパクト,8,3,8,47,66,12.1,16.7,28.8,89.0,81.0
father_w,ダイワメジャー,7,8,5,63,83,8.4,18.1,24.1,82.0,89.0
father_w,キズナ,6,7,9,54,76,7.9,17.1,28.9,78.0,81.0
father_w,ハービンジャー,6,0,3,22,31,19.4,19.4,29.0,229.0,115.0
father_w,エピファネイア,5,9,6,53,73,6.8,19.2,27.4,75.0,95.0
father_w,ルーラーシップ,5,4,2,51,62,8.1,14.5,17.7,109.0,79.0
father_w,リオンディーズ,5,3,6,38,52,9.6,15.4,26.9,87.0,77.0
father_w,ミッキーアイル,5,5,4,36,50,10.0,20.0,28.0,70.0,78.0
jockey_w,岩田望来,12,11,15,59,97,12.4,23.7,39.2,77.0,90.0
jockey_w,川田将雅,12,8,8,22,50,24.0,40.0,56.0,79.0,91.0
jockey_w,松山弘平,10,9,3,53,75,13.3,25.3,29.3,78.0,62.0
jockey_w,C.デムーロ,10,2,0,7,19,52.6,63.2,63.2,202.0,112.0
jockey_w,鮫島克駿,8,7,8,58,81,9.9,18.5,28.4,99.0,90.0
jockey_w,坂井瑠星,8,4,4,50,66,12.1,18.2,24.2,77.0,55.0
jockey_w,団野大成,7,12,7,46,72,9.7,26.4,36.1,88.0,105.0
jockey_w,菱田裕二,6,2,5,31,44,13.6,18.2,29.5,149.0,118.0
jockey_w,松若風馬,5,8,4,58,75,6.7,17.3,22.7,116.0,121.0
jockey_w,武豊,5,3,5,36,49,10.2,16.3,26.5,70.0,63.0
frame,1枠,12,26,16,168,222,5.4,17.1,24.3,55.0,91.0
frame,2枠,23,19,23,177,242,9.5,17.4,26.9,101.0,94.0
frame,3枠,27,12,25,191,255,10.6,15.3,25.1,101.0,83.0
frame,4枠,19,17,20,207,263,7.2,13.7,21.3,76.0,77.0
frame,5枠,20,23,14,223,280,7.1,15.4,20.4,78.0,81.0
frame,6枠,26,21,22,225,294,8.8,16.0,23.5,105.0,86.0
frame,7枠,21,25,20,277,343,6.1,13.4,19.2,71.0,74.0
frame,8枠,14,19,22,304,359,3.9,9.2,15.3,48.0,64.0
averunningstyle,逃げ,11,13,7,88,119,9.2,20.2,26.1,76.0,81.0
averunningstyle,先行,84,81,80,666,911,9.2,18.1,26.9,82.0,84.0
averunningstyle,差し,19,18,14,144,195,9.7,19.0,26.2,71.0,72.0
averunningstyle,追込,2,5,2,21,30,6.7,23.3,30.0,56.0,79.0
distance,500m以上延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,300m-400m延長,0,1,0,9,10,0.0,10.0,10.0,0.0,55.0
distance,100m-200m延長,20,31,34,397,482,4.1,10.6,17.6,67.0,81.0
distance,距離変更なし,70,68,71,603,812,8.6,17.0,25.7,80.0,84.0
distance,100m-200m短縮,44,35,29,346,454,9.7,17.4,23.8,83.0,77.0
distance,300m-400m短縮,5,4,2,87,98,5.1,9.2,11.2,117.0,80.0
distance,500m以上短縮,1,0,2,40,43,2.3,2.3,7.0,71.0,49.0
surface,芝→芝,129,129,131,1277,1666,7.7,15.5,23.3,77.0,80.0
surface,ダ→芝,11,10,7,202,230,4.8,9.1,12.2,127.0,97.0
stable_trainer,美浦,11,8,7,135,161,6.8,11.8,16.1,83.0,74.0
stable_trainer,栗東,151,154,155,1632,2092,7.2,14.6,22.0,78.0,81.0
