factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,369,369,371,4351,5460,6.8,13.5,20.3,78.0,81.0
father_w,ヘニーヒューズ,28,13,11,172,224,12.5,18.3,23.2,101.0,78.0
father_w,ドレフォン,24,12,13,126,175,13.7,20.6,28.0,130.0,99.0
father_w,キズナ,19,7,10,89,125,15.2,20.8,28.8,126.0,92.0
father_w,ロードカナロア,13,14,8,150,185,7.0,14.6,18.9,71.0,67.0
father_w,ダイワメジャー,12,13,4,102,131,9.2,19.1,22.1,87.0,69.0
father_w,モーリス,12,7,7,100,126,9.5,15.1,20.6,91.0,69.0
father_w,パイロ,11,13,10,77,111,9.9,21.6,30.6,72.0,90.0
father_w,アジアエクスプレス,7,8,9,71,95,7.4,15.8,25.3,66.0,88.0
father_w,エスポワールシチー,7,3,1,26,37,18.9,27.0,29.7,137.0,106.0
father_w,マジェスティックウォリアー,6,13,17,106,142,4.2,13.4,25.4,44.0,83.0
jockey_w,松山弘平,31,20,20,106,177,17.5,28.8,40.1,91.0,86.0
jockey_w,川田将雅,30,9,15,33,87,34.5,44.8,62.1,96.0,89.0
jockey_w,岩田望来,18,17,15,159,209,8.6,16.7,23.9,60.0,65.0
jockey_w,坂井瑠星,18,17,21,83,139,12.9,25.2,40.3,77.0,97.0
jockey_w,幸英明,13,11,11,170,205,6.3,11.7,17.1,65.0,58.0
jockey_w,団野大成,12,15,10,120,157,7.6,17.2,23.6,81.0,87.0
jockey_w,岩田康誠,12,5,8,76,101,11.9,16.8,24.8,123.0,81.0
jockey_w,鮫島克駿,11,13,13,121,158,7.0,15.2,23.4,69.0,76.0
jockey_w,藤岡康太,11,7,11,100,129,8.5,14.0,22.5,77.0,79.0
jockey_w,田口貫太,11,14,8,80,113,9.7,22.1,29.2,116.0,112.0
frame,1枠,36,17,33,503,589,6.1,9.0,14.6,79.0,65.0
frame,2枠,36,37,36,526,635,5.7,11.5,17.2,72.0,79.0
frame,3枠,40,41,50,529,660,6.1,12.3,19.8,72.0,77.0
frame,4枠,55,39,47,545,686,8.0,13.7,20.6,90.0,77.0
frame,5枠,43,62,52,553,710,6.1,14.8,22.1,66.0,83.0
frame,6枠,46,50,56,569,721,6.4,13.3,21.1,81.0,87.0
frame,7枠,44,68,48,566,726,6.1,15.4,22.0,66.0,85.0
frame,8枠,69,55,49,560,733,9.4,16.9,23.6,98.0,91.0
averunningstyle,逃げ,22,12,17,177,228,9.6,14.9,22.4,85.0,78.0
averunningstyle,先行,191,182,159,1389,1921,9.9,19.4,27.7,82.0,83.0
averunningstyle,差し,37,35,32,230,334,11.1,21.6,31.1,77.0,80.0
averunningstyle,追込,4,1,8,25,38,10.5,13.2,34.2,62.0,82.0
distance,500m以上延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,300m-400m延長,1,3,6,56,66,1.5,6.1,15.2,27.0,88.0
distance,100m-200m延長,53,46,46,864,1009,5.3,9.8,14.4,89.0,76.0
distance,距離変更なし,219,223,209,1856,2507,8.7,17.6,26.0,77.0,82.0
distance,100m-200m短縮,29,24,32,271,356,8.1,14.9,23.9,89.0,94.0
distance,300m-400m短縮,30,46,44,751,871,3.4,8.7,13.8,64.0,80.0
distance,500m以上短縮,6,2,5,106,119,5.0,6.7,10.9,107.0,70.0
surface,ダ→ダ,298,301,301,3233,4133,7.2,14.5,21.8,78.0,81.0
surface,芝→ダ,40,43,41,662,786,5.1,10.6,15.8,77.0,83.0
stable_trainer,美浦,16,20,20,313,369,4.3,9.8,15.2,75.0,77.0
stable_trainer,栗東,353,349,351,4038,5091,6.9,13.8,20.7,79.0,81.0
