1,芝,1200,父がウインモナーク,,,flagged
2,芝,1800,父がゴールドシップ,,,confirmed
3,芝,1200,父がビッグアーサー,,,flagged
4,芝,2000,父がキズナ,,,confirmed
5,芝,2600,父がゴールドシップ,,,confirmed
6,芝,2600,父がオルフェーヴル,,,confirmed
7,ダ,1700,父がオルフェーヴル,,,confirmed
8,芝,1600,馬主がノースヒルズ,,,confirmed
9,芝,1700,馬主がT C ラフィアン所有馬データ,,,confirmed
