1,芝,1200,父がロードカナロア,,,confirmed
2,芝,1200,父がモーリス,,,confirmed
3,芝,1800,父がキズナ,,,confirmed
4,芝,2000,父がハービンジャー,,,confirmed
5,芝,2000,父がゆったりローテのハービンジャー,,,flagged
6,芝,2600,父がディープインパクト,,,flagged
7,芝,2600,父がハーツクライ,,,flagged
8,ダ,1000,騎手が小林凌大,,,confirmed
9,ダート,1000,父がドレフォン,,,confirmed
10,ダ,1700,父がキズナ,,,confirmed
11,芝,1600,馬主が金子真人HD,,,confirmed
12,芝,1600,調教師が岡田牧雄,,,confirmed
