factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,112,110,111,1150,1483,7.6,15.0,22.5,80.0,82.0
father_w,ゴールドシップ,9,6,8,68,91,9.9,16.5,25.3,92.0,88.0
father_w,オルフェーヴル,9,6,5,36,56,16.1,26.8,35.7,152.0,133.0
father_w,ドゥラメンテ,8,4,4,42,58,13.8,20.7,27.6,101.0,79.0
father_w,ハーツクライ,7,3,2,60,72,9.7,13.9,16.7,116.0,58.0
father_w,キズナ,6,3,8,47,64,9.4,14.1,26.6,88.0,88.0
father_w,エピファネイア,5,7,4,52,68,7.4,17.6,23.5,55.0,62.0
father_w,モーリス,5,3,3,32,43,11.6,18.6,25.6,88.0,69.0
father_w,ハービンジャー,4,7,12,65,88,4.5,12.5,26.1,58.0,96.0
father_w,バゴ,4,0,1,13,18,22.2,22.2,27.8,263.0,131.0
father_w,ルーラーシップ,3,1,5,32,41,7.3,9.8,22.0,105.0,87.0
jockey_w,横山武史,11,16,8,45,80,13.8,33.8,43.8,59.0,80.0
jockey_w,横山和生,11,7,4,38,60,18.3,30.0,36.7,161.0,111.0
jockey_w,丹内祐次,8,11,10,59,88,9.1,21.6,33.0,80.0,101.0
jockey_w,C.ルメール,8,3,5,23,39,20.5,28.2,41.0,65.0,62.0
jockey_w,鮫島克駿,7,6,6,34,53,13.2,24.5,35.8,104.0,96.0
jockey_w,武豊,6,2,6,43,57,10.5,14.0,24.6,65.0,58.0
jockey_w,藤岡佑介,5,6,6,36,53,9.4,20.8,32.1,76.0,97.0
jockey_w,佐々木大輔,5,5,6,35,51,9.8,19.6,31.4,96.0,102.0
jockey_w,古川吉洋,4,2,1,43,50,8.0,12.0,14.0,245.0,95.0
jockey_w,池添謙一,4,4,2,35,45,8.9,17.8,22.2,82.0,75.0
frame,1枠,14,9,12,118,153,9.2,15.0,22.9,91.0,83.0
frame,2枠,14,12,12,130,168,8.3,15.5,22.6,92.0,82.0
frame,3枠,14,13,12,135,174,8.0,15.5,22.4,87.0,86.0
frame,4枠,11,15,15,144,185,5.9,14.1,22.2,61.0,76.0
frame,5枠,18,13,15,147,193,9.3,16.1,23.8,87.0,72.0
frame,6枠,15,15,16,153,199,7.5,15.1,23.1,85.0,94.0
frame,7枠,11,19,18,154,202,5.4,14.9,23.8,58.0,90.0
frame,8枠,15,14,11,169,209,7.2,13.9,19.1,84.0,74.0
averunningstyle,逃げ,2,6,3,39,50,4.0,16.0,22.0,36.0,74.0
averunningstyle,先行,57,50,42,370,519,11.0,20.6,28.7,87.0,83.0
averunningstyle,差し,12,16,12,75,115,10.4,24.3,34.8,66.0,81.0
averunningstyle,追込,1,0,2,9,12,8.3,8.3,25.0,44.0,37.0
distance,500m以上延長,2,5,4,72,83,2.4,8.4,13.3,76.0,105.0
distance,300m-400m延長,4,4,3,102,113,3.5,7.1,9.7,75.0,66.0
distance,100m-200m延長,25,28,27,298,378,6.6,14.0,21.2,76.0,81.0
distance,距離変更なし,60,51,58,495,664,9.0,16.7,25.5,82.0,82.0
distance,100m-200m短縮,4,7,5,32,48,8.3,22.9,33.3,64.0,100.0
distance,300m-400m短縮,4,5,1,33,43,9.3,20.9,23.3,75.0,73.0
distance,500m以上短縮,7,4,7,86,104,6.7,10.6,17.3,103.0,73.0
surface,芝→芝,103,100,102,994,1299,7.9,15.6,23.5,81.0,82.0
surface,ダ→芝,3,4,3,123,133,2.3,5.3,7.5,70.0,66.0
stable_trainer,美浦,56,58,62,572,748,7.5,15.2,23.5,78.0,85.0
stable_trainer,栗東,56,52,47,577,732,7.7,14.8,21.2,83.0,78.0
