factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,132,130,132,1412,1806,7.3,14.5,21.8,79.0,83.0
father_w,ロードカナロア,14,12,6,69,101,13.9,25.7,31.7,117.0,96.0
father_w,ビッグアーサー,5,6,3,50,64,7.8,17.2,21.9,63.0,66.0
father_w,ミッキーアイル,5,7,4,37,53,9.4,22.6,30.2,77.0,88.0
father_w,ファインニードル,5,0,3,8,16,31.2,31.2,50.0,171.0,111.0
father_w,ダイワメジャー,4,2,5,52,63,6.3,9.5,17.5,76.0,57.0
father_w,モーリス,4,3,6,46,59,6.8,11.9,22.0,65.0,73.0
father_w,キズナ,4,0,3,29,36,11.1,11.1,19.4,128.0,72.0
father_w,ジョーカプチーノ,4,5,1,16,26,15.4,34.6,38.5,178.0,122.0
father_w,キタサンブラック,4,2,2,10,18,22.2,33.3,44.4,171.0,131.0
father_w,シルバーステート,3,3,6,29,41,7.3,14.6,29.3,69.0,73.0
jockey_w,横山武史,13,14,11,48,86,15.1,31.4,44.2,68.0,86.0
jockey_w,武豊,12,11,3,39,65,18.5,35.4,40.0,97.0,87.0
jockey_w,鮫島克駿,10,5,8,40,63,15.9,23.8,36.5,116.0,105.0
jockey_w,丹内祐次,9,5,16,74,104,8.7,13.5,28.8,81.0,88.0
jockey_w,横山和生,7,6,3,33,49,14.3,26.5,32.7,103.0,82.0
jockey_w,C.ルメール,7,5,2,16,30,23.3,40.0,46.7,107.0,88.0
jockey_w,佐々木大輔,6,3,5,44,58,10.3,15.5,24.1,98.0,76.0
jockey_w,藤岡佑介,5,10,9,30,54,9.3,27.8,44.4,77.0,121.0
jockey_w,浜中俊,5,4,1,28,38,13.2,23.7,26.3,127.0,79.0
jockey_w,亀田温心,5,3,2,18,28,17.9,28.6,35.7,255.0,146.0
frame,1枠,18,7,16,157,198,9.1,12.6,20.7,98.0,76.0
frame,2枠,8,16,26,154,204,3.9,11.8,24.5,43.0,85.0
frame,3枠,8,20,13,177,218,3.7,12.8,18.8,39.0,73.0
frame,4枠,10,25,12,178,225,4.4,15.6,20.9,49.0,82.0
frame,5枠,20,10,14,188,232,8.6,12.9,19.0,104.0,87.0
frame,6枠,21,18,8,190,237,8.9,16.5,19.8,101.0,72.0
frame,7枠,18,16,19,192,245,7.3,13.9,21.6,79.0,87.0
frame,8枠,29,18,24,176,247,11.7,19.0,28.7,114.0,94.0
averunningstyle,逃げ,9,5,15,76,105,8.6,13.3,27.6,65.0,75.0
averunningstyle,先行,83,63,64,581,791,10.5,18.5,26.5,93.0,86.0
averunningstyle,差し,9,12,11,67,99,9.1,21.2,32.3,56.0,75.0
averunningstyle,追込,0,5,1,7,13,0.0,38.5,46.2,0.0,78.0
distance,500m以上延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,300m-400m延長,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
distance,100m-200m延長,9,4,8,101,122,7.4,10.7,17.2,136.0,95.0
distance,距離変更なし,90,96,92,978,1256,7.2,14.8,22.1,73.0,80.0
distance,100m-200m短縮,4,12,13,67,96,4.2,16.7,30.2,42.0,101.0
distance,300m-400m短縮,16,7,7,99,129,12.4,17.8,23.3,130.0,88.0
distance,500m以上短縮,2,2,3,67,74,2.7,5.4,9.5,85.0,81.0
surface,芝→芝,114,114,114,1142,1484,7.7,15.4,23.0,78.0,82.0
surface,ダ→芝,7,7,9,169,192,3.6,7.3,12.0,82.0,84.0
stable_trainer,美浦,60,67,58,646,831,7.2,15.3,22.3,83.0,89.0
stable_trainer,栗東,70,63,73,735,941,7.4,14.1,21.9,76.0,77.0
