factor_type,entity,n1,n2,n3,out,starts,win_rate,quinella_rate,show_rate,win_roi,show_roi
baseline,ALL,105,105,105,813,1128,9.3,18.6,27.9,80.0,83.0
father_w,ドゥラメンテ,12,3,7,19,41,29.3,36.6,53.7,128.0,103.0
father_w,ハービンジャー,8,7,3,47,65,12.3,23.1,27.7,104.0,82.0
father_w,キズナ,6,4,3,27,40,15.0,25.0,32.5,96.0,85.0
father_w,ロードカナロア,5,4,3,25,37,13.5,24.3,32.4,85.0,87.0
father_w,ディープインパクト,5,5,3,23,36,13.9,27.8,36.1,79.0,85.0
father_w,キングカメハメハ,4,1,0,15,20,20.0,25.0,25.0,153.0,61.0
father_w,スワーヴリチャード,4,4,1,10,19,21.1,42.1,47.4,106.0,109.0
father_w,リオンディーズ,4,2,1,11,18,22.2,33.3,38.9,125.0,78.0
father_w,エピファネイア,3,4,5,33,45,6.7,15.6,26.7,46.0,78.0
father_w,ゴールドシップ,3,3,8,29,43,7.0,14.0,32.6,70.0,102.0
jockey_w,横山武史,22,9,6,35,72,30.6,43.1,51.4,122.0,87.0
jockey_w,横山和生,6,3,6,32,47,12.8,19.1,31.9,91.0,66.0
jockey_w,吉田隼人,6,6,4,17,33,18.2,36.4,48.5,149.0,98.0
jockey_w,丹内祐次,5,12,11,50,78,6.4,21.8,35.9,64.0,83.0
jockey_w,武豊,5,10,7,30,52,9.6,28.8,42.3,40.0,78.0
jockey_w,佐々木大輔,5,4,5,25,39,12.8,23.1,35.9,107.0,96.0
jockey_w,池添謙一,5,2,7,16,30,16.7,23.3,46.7,88.0,102.0
jockey_w,C.ルメール,5,8,4,13,30,16.7,43.3,56.7,56.0,89.0
jockey_w,鮫島克駿,4,7,5,31,47,8.5,23.4,34.0,56.0,99.0
jockey_w,藤岡佑介,4,7,6,17,34,11.8,32.4,50.0,68.0,109.0
frame,1枠,13,11,11,70,105,12.4,22.9,33.3,107.0,89.0
frame,2枠,8,15,10,72,105,7.6,21.9,31.4,54.0,71.0
frame,3枠,12,11,12,98,133,9.0,17.3,26.3,77.0,72.0
frame,4枠,16,12,12,105,145,11.0,19.3,27.6,89.0,82.0
frame,5枠,10,11,10,122,153,6.5,13.7,20.3,66.0,72.0
frame,6枠,11,12,15,118,156,7.1,14.7,24.4,63.0,78.0
frame,7枠,22,14,15,112,163,13.5,22.1,31.3,129.0,104.0
frame,8枠,13,19,20,116,168,7.7,19.0,31.0,62.0,93.0
averunningstyle,逃げ,7,9,9,51,76,9.2,21.1,32.9,67.0,71.0
averunningstyle,先行,50,46,38,260,394,12.7,24.4,34.0,86.0,87.0
averunningstyle,差し,12,7,6,42,67,17.9,28.4,37.3,98.0,83.0
averunningstyle,追込,2,0,4,5,11,18.2,18.2,54.5,73.0,86.0
distance,500m以上延長,1,2,1,31,35,2.9,8.6,11.4,84.0,108.0
distance,300m-400m延長,0,4,5,54,63,0.0,6.3,14.3,0.0,49.0
distance,100m-200m延長,8,5,5,90,108,7.4,12.0,16.7,89.0,73.0
distance,距離変更なし,61,56,48,325,490,12.4,23.9,33.7,91.0,88.0
distance,100m-200m短縮,8,16,20,146,190,4.2,12.6,23.2,43.0,74.0
distance,300m-400m短縮,1,0,0,5,6,16.7,16.7,16.7,177.0,112.0
distance,500m以上短縮,5,0,4,33,42,11.9,11.9,21.4,131.0,83.0
surface,芝→芝,81,80,80,629,870,9.3,18.5,27.7,80.0,82.0
surface,ダ→芝,3,3,3,55,64,4.7,9.4,14.1,93.0,100.0
stable_trainer,美浦,50,45,54,404,553,9.0,17.2,26.9,84.0,85.0
stable_trainer,栗東,55,59,50,396,560,9.8,20.4,29.3,78.0,81.0
