シニスターミニスター,15.0,28.0,40.0
ホッコータルマエ,14.5,27.0,38.5
マジェスティックウォリアー,13.5,25.5,37.0
パイロ,12.5,24.0,35.5
クロフネ,11.5,22.5,34.0
